,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
2682,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,19:21:00,20:18:00,MOTO,Casa,-74.10433705,4.59756726,-74.1515679,4.482737305
2683,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,07:00:00,07:45:00,MOTO,Trabajo,-74.14835743,4.42506565,-74.10095444,4.615381293
2684,Kennedy,Bogotá,Usaquen,Bogotá,06:49:48,07:55:12,MOTO,Trabajo,-74.13907592,4.634049284,-74.00535906,4.676691964
2685,Kennedy,Bogotá,Chapinero,Bogotá,05:30:00,06:10:12,MOTO,Alguien,-74.13047872,4.645382823,-74.0250365,4.618631873
2686,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,06:15:00,07:10:12,MOTO,Trabajo,-74.04035818,4.63641871,-74.1815194,4.513966285
2687,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,18:00:00,18:19:48,MOTO,Alguien,-74.1270023,4.480640887,-74.02760736,4.657636666
2688,Chapinero,Bogotá,Kennedy,Bogotá,18:30:00,22:10:12,MOTO,Casa,-74.05170268,4.638229663,-74.17302074,4.647919292
2689,Kennedy,Bogotá,Chapinero,Bogotá,05:30:00,06:10:12,MOTO,Trabajo,-74.14409452,4.646674828,-74.05334006,4.656169825
2690,Chapinero,Bogotá,Kennedy,Bogotá,18:30:00,22:10:12,MOTO,Casa,-74.04636561,4.653143861,-74.15717674,4.637118175
2691,Suba,Bogotá,Chapinero,Bogotá,08:30:00,09:15:00,MOTO,Trabajo,-74.06939044,4.801325516,-74.05384819,4.622955625
2692,Chapinero,Bogotá,Suba,Bogotá,14:30:00,15:30:00,MOTO,Casa,-73.99842434,4.625107961,-74.12204958,4.744369747
2693,Suba,Bogotá,Suba,Bogotá,08:00:00,08:19:48,MOTO,Diligencia,-74.06341586,4.821461562,-74.06240932,4.761240629
2694,Suba,Bogotá,Suba,Bogotá,09:30:00,09:45:00,MOTO,Casa,-74.0458243,4.813575848,-74.10983776,4.785253916
2695,Suba,Bogotá,Suba,Bogotá,10:00:00,11:10:12,MOTO,Alguien,-74.05790208,4.717639306,-74.05420561,4.82594858
2696,Suba,Bogotá,Suba,Bogotá,11:49:48,13:00:00,MOTO,Casa,-74.10911717,4.773867495,-74.06651329,4.786775324
2697,Suba,Bogotá,Suba,Bogotá,15:00:00,15:19:48,MOTO,Alguien,-74.09811746,4.770443479,-74.04389617,4.822009537
2698,Tunjuelito,Bogotá,Santa Fe,Bogotá,06:30:00,07:00:00,MOTO,Estudio,-74.14696248,4.580854326,-74.03851169,4.582732656
2699,Santa Fe,Bogotá,Tunjuelito,Bogotá,08:30:00,09:00:00,MOTO,Casa,-74.05496095,4.602450209,-74.13440321,4.590824804
2700,Rafael Uribe Uribe,Bogotá,Puente Aranda,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.12397579,4.562950984,-74.09674962,4.614568808
2701,Puente Aranda,Bogotá,Rafael Uribe Uribe,Bogotá,18:00:00,19:00:00,MOTO,Casa,-74.09874069,4.622853228,-74.11642972,4.547050295
2702,Rafael Uribe Uribe,Bogotá,Rafael Uribe Uribe,Bogotá,06:00:00,06:40:12,MOTO,Trabajo,-74.12087488,4.585137666,-74.11046923,4.567266363
2703,Engativa,Bogotá,Teusaquillo,Bogotá,06:30:00,07:03:00,MOTO,Trabajo,-74.11220885,4.719450053,-74.07304555,4.645288187
2704,Teusaquillo,Bogotá,Engativa,Bogotá,17:00:00,17:03:00,MOTO,Casa,-74.08818676,4.646823702,-74.08327401,4.686676426
2705,Antonio Nariño,Bogotá,Rafael Uribe Uribe,Bogotá,10:30:00,11:00:00,MOTO,Recreacion,-74.09262434,4.59043731,-74.10423291,4.57725401
2706,Rafael Uribe Uribe,Bogotá,Antonio Nariño,Bogotá,13:30:00,14:00:00,MOTO,Casa,-74.11172831,4.557813115,-74.09392919,4.591785996
2707,Santa Fe,Bogotá,Teusaquillo,Bogotá,09:00:00,10:30:00,MOTO,Trabajo,-74.0317791,4.592005833,-74.08010222,4.629246806
2708,Ciudad Bolivar,Bogotá,Usme,Bogotá,05:15:00,06:01:12,MOTO,Trabajo,-74.16659841,4.484738863,-74.17274545,4.319888906
2709,Usme,Bogotá,Ciudad Bolivar,Bogotá,14:19:12,15:04:48,MOTO,Casa,-74.13250997,4.354318534,-74.15586504,4.49572499
2710,Bosa,Bogotá,Bosa,Bogotá,05:30:00,05:40:12,MOTO,Trabajo,-74.18236246,4.607674193,-74.18752675,4.634528107
2711,Engativa,Bogotá,Fontibon,Bogotá,05:19:48,06:00:00,MOTO,Trabajo,-74.12913875,4.720554802,-74.13407565,4.657221379
2712,Fontibon,Bogotá,Engativa,Bogotá,14:15:00,15:00:00,MOTO,Casa,-74.145843,4.699422825,-74.13625073,4.714255582
2713,Teusaquillo,Bogotá,Chapinero,Bogotá,07:15:00,08:00:00,MOTO,Trabajo,-74.07951334,4.651335337,-74.04096925,4.650766772
2714,Chapinero,Bogotá,Teusaquillo,Bogotá,17:45:00,18:30:00,MOTO,Casa,-74.06154789,4.643137093,-74.08886996,4.630899779
2715,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,05:30:00,07:00:00,MOTO,Trabajo,-74.12720748,4.624591094,-74.14791122,4.531846682
2716,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,12:30:00,14:00:00,MOTO,Casa,-74.15253627,4.542781671,-74.13453826,4.611694154
2717,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,05:49:48,06:15:00,MOTO,Trabajo,-74.15972609,4.473109556,-74.2029886,4.391799815
2718,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,17:34:48,18:00:00,MOTO,Casa,-74.17895527,4.432513051,-74.15566387,4.535356899
2719,Rafael Uribe Uribe,Bogotá,Chapinero,Bogotá,16:30:00,17:30:00,MOTO,Recreacion,-74.11293158,4.55544277,-74.05838991,4.63518513
2720,Engativa,Bogotá,Suba,Bogotá,09:00:00,11:00:00,MOTO,Trabajo,-74.09093114,4.699885133,-74.08458059,4.75893968
2721,Suba,Bogotá,Engativa,Bogotá,11:34:12,12:13:48,MOTO,Casa,-74.09030026,4.76223368,-74.14075384,4.71076697
2722,Usaquen,Bogotá,Suba,Bogotá,05:00:00,05:30:00,MOTO,Trabajo,-74.03391135,4.765808702,-74.06253009,4.69024355
2723,Ciudad Bolivar,Bogotá,Bosa,Bogotá,04:30:00,05:45:00,MOTO,Trabajo,-74.1792668,4.408560317,-74.18019484,4.623440076
2724,Bosa,Bogotá,Ciudad Bolivar,Bogotá,14:45:00,16:00:00,MOTO,Casa,-74.1932453,4.639716572,-74.18328765,4.398432253
2725,Puente Aranda,Bogotá,Kennedy,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.11332436,4.621612561,-74.12899567,4.641021757
2726,Kennedy,Bogotá,Puente Aranda,Bogotá,09:45:00,10:00:00,MOTO,Casa,-74.14009781,4.641407738,-74.1056117,4.639714957
2727,San Cristóbal,Bogotá,Usme,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.05700821,4.520995604,-74.08042828,4.507930633
2728,Usme,Bogotá,San Cristóbal,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.16632263,4.376553217,-74.05814172,4.56253516
2729,Kennedy,Bogotá,Puente Aranda,Bogotá,19:30:00,20:10:12,MOTO,Trabajo,-74.17429584,4.629916822,-74.09781187,4.621143646
2730,Chapinero,Bogotá,Usaquen,Bogotá,07:30:00,08:30:00,MOTO,Trabajo,-74.04756473,4.684145427,-74.02187369,4.804706564
2731,Usaquen,Bogotá,Chapinero,Bogotá,15:30:00,16:30:00,MOTO,Casa,-74.03270875,4.774193925,-74.04767606,4.671177331
2732,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,06:45:00,08:04:12,MOTO,Trabajo,-74.14722993,4.452638308,-74.0429296,4.714837258
2733,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,19:43:48,21:03:00,MOTO,Casa,-74.00526432,4.804074669,-74.15780806,4.528472855
2734,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,08:04:12,08:25:12,MOTO,Trabajo,-74.17183841,4.500076554,-74.17937266,4.577520479
2735,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:43:48,21:04:48,MOTO,Casa,-74.20887941,4.39058793,-74.13787448,4.476177782
2736,Usme,Bogotá,Tunjuelito,Bogotá,04:00:00,06:00:00,MOTO,Trabajo,-74.17285026,4.302615047,-74.12182053,4.552638953
2737,Tunjuelito,Bogotá,Usme,Bogotá,15:00:00,17:00:00,MOTO,Casa,-74.14476585,4.594846918,-74.13253238,4.311543877
2738,Kennedy,Bogotá,Puente Aranda,Bogotá,05:34:48,05:49:48,MOTO,Alguien,-74.15536317,4.638607398,-74.11881136,4.608417263
2739,Puente Aranda,Bogotá,Kennedy,Bogotá,05:55:48,06:15:00,MOTO,Casa,-74.12665883,4.60072289,-74.15370883,4.609058509
2740,Kennedy,Bogotá,Kennedy,Bogotá,04:00:00,04:15:00,MOTO,Trabajo,-74.12606965,4.622988225,-74.15516918,4.61977313
2741,Kennedy,Bogotá,Kennedy,Bogotá,10:00:00,10:15:00,MOTO,Casa,-74.17391373,4.622436379,-74.14588824,4.65266906
2742,Kennedy,Bogotá,Chapinero,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.13268771,4.63664749,-74.0415072,4.651349641
2743,Chapinero,Bogotá,Kennedy,Bogotá,17:30:00,18:45:00,MOTO,Casa,-74.04604373,4.62113877,-74.15193113,4.644214396
2744,Ciudad Bolivar,Bogotá,Santa Fe,Bogotá,06:00:00,06:45:00,MOTO,Trabajo,-74.17717328,4.442707436,-74.02891022,4.607418712
2745,Santa Fe,Bogotá,Ciudad Bolivar,Bogotá,19:45:00,20:30:00,MOTO,Casa,-74.06773859,4.603165476,-74.12898782,4.494662519
2746,Santa Fe,Bogotá,Puente Aranda,Bogotá,15:51:00,16:18:00,MOTO,Trabajo,-74.01092643,4.606074961,-74.10276295,4.626932072
2747,Puente Aranda,Bogotá,Santa Fe,Bogotá,01:01:48,01:28:48,MOTO,Casa,-74.1068097,4.602519098,-74.01132253,4.586716721
2748,Rafael Uribe Uribe,Bogotá,Usme,Bogotá,10:00:00,11:00:00,MOTO,Trabajo,-74.1199001,4.561417143,-74.19182988,4.355867542
2749,Usme,Bogotá,Rafael Uribe Uribe,Bogotá,12:45:00,13:45:00,MOTO,Casa,-74.08053338,4.508236943,-74.1014819,4.569105611
2750,Puente Aranda,Bogotá,Kennedy,Bogotá,14:12:00,15:31:48,MOTO,Trabajo,-74.13082443,4.596641662,-74.17487325,4.610684644
2751,Kennedy,Bogotá,Los Martires,Bogotá,08:00:00,08:30:00,MOTO,Trabajo,-74.14976305,4.59852034,-74.08595336,4.611670648
2752,Los Martires,Bogotá,Kennedy,Bogotá,18:30:00,19:00:00,MOTO,Casa,-74.08020967,4.60469841,-74.17799668,4.612410725
2753,Kennedy,Bogotá,Fontibon,Bogotá,07:30:00,09:00:00,MOTO,Trabajo,-74.1379458,4.635193823,-74.12946845,4.69729956
2754,Fontibon,Bogotá,Kennedy,Bogotá,22:30:00,23:10:12,MOTO,Casa,-74.13940639,4.699220008,-74.14093613,4.65409716
2755,San Cristóbal,Bogotá,Los Martires,Bogotá,06:30:00,08:10:12,MOTO,Diligencia,-74.09740188,4.539888287,-74.08196609,4.601149015
2756,Los Martires,Bogotá,San Cristóbal,Bogotá,18:49:48,20:30:00,MOTO,Casa,-74.09369781,4.600618764,-74.05317407,4.567423738
2757,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,14:00:00,14:25:12,MOTO,Trabajo,-74.15105049,4.535683938,-74.09568888,4.622843672
2758,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,21:34:48,22:00:00,MOTO,Casa,-74.11341928,4.630815286,-74.171374,4.504954078
2759,San Cristóbal,Bogotá,Barrios Unidos,Bogotá,06:40:12,07:10:12,MOTO,Trabajo,-74.08229622,4.536617964,-74.06915576,4.66492571
2760,Barrios Unidos,Bogotá,San Cristóbal,Bogotá,21:00:00,21:30:00,MOTO,Casa,-74.06039315,4.673643759,-74.05592668,4.516742588
2761,Kennedy,Bogotá,Fontibon,Bogotá,13:10:12,14:10:12,MOTO,Trabajo,-74.172333,4.642187151,-74.15760952,4.674581602
2762,Fontibon,Bogotá,Kennedy,Bogotá,21:09:00,21:49:12,MOTO,Casa,-74.12500343,4.684860386,-74.17562658,4.625192764
2763,Bosa,Bogotá,Tunjuelito,Bogotá,04:00:00,04:04:48,MOTO,Trabajo,-74.20565064,4.632004728,-74.12727983,4.569320434
2764,Tunjuelito,Bogotá,Puente Aranda,Bogotá,04:16:48,04:30:00,MOTO,Trabajo,-74.12888765,4.587089388,-74.11470087,4.632427837
2765,Puente Aranda,Bogotá,Rafael Uribe Uribe,Bogotá,04:52:12,05:10:12,MOTO,Trabajo,-74.11191337,4.605807065,-74.11804591,4.555719296
2766,Rafael Uribe Uribe,Bogotá,Rafael Uribe Uribe,Bogotá,06:16:12,06:19:48,MOTO,Trabajo,-74.11043607,4.567336024,-74.1054525,4.541434267
2767,Rafael Uribe Uribe,Bogotá,Bosa,Bogotá,13:15:00,13:30:00,MOTO,Casa,-74.12233076,4.578481987,-74.19508329,4.600748694
2768,Antonio Nariño,Bogotá,Puente Aranda,Bogotá,06:30:00,06:40:12,MOTO,Trabajo,-74.09470374,4.591567223,-74.11746472,4.620342134
2769,Puente Aranda,Bogotá,Antonio Nariño,Bogotá,13:22:12,16:25:12,MOTO,Casa,-74.09330883,4.622029388,-74.1082808,4.596296579
2770,Chapinero,Bogotá,Engativa,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.01374971,4.626376502,-74.11901145,4.708024589
2771,Engativa,Bogotá,Chapinero,Bogotá,16:30:00,18:30:00,MOTO,Casa,-74.09784116,4.712931893,-74.01658472,4.629091049
2772,Kennedy,Bogotá,Teusaquillo,Bogotá,05:40:12,06:00:00,MOTO,Trabajo,-74.15696306,4.621524147,-74.07694291,4.623080395
2773,Teusaquillo,Bogotá,Kennedy,Bogotá,16:00:00,17:40:12,MOTO,Casa,-74.08480924,4.653775564,-74.14357654,4.602590516
2774,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,04:30:00,06:00:00,MOTO,Trabajo,-74.14058621,4.475387801,-74.08859822,4.615775964
2775,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,16:15:00,17:45:00,MOTO,Casa,-74.07988154,4.622275109,-74.17989075,4.391379156
2776,Los Martires,Bogotá,Rafael Uribe Uribe,Bogotá,09:30:00,10:15:00,MOTO,Alguien,-74.07734179,4.614963601,-74.10935197,4.564815941
2777,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,12:45:00,13:30:00,MOTO,Casa,-74.11892365,4.563753501,-74.07490745,4.617879312
2778,Kennedy,Bogotá,Kennedy,Bogotá,05:30:00,05:45:00,MOTO,Alguien,-74.16868963,4.643601628,-74.1609094,4.627769474
2779,Kennedy,Bogotá,Fontibon,Bogotá,05:49:48,06:30:00,MOTO,Trabajo,-74.16619175,4.62474185,-74.12149879,4.641128761
2780,Fontibon,Bogotá,Kennedy,Bogotá,18:43:12,19:00:00,MOTO,Casa,-74.12336222,4.674839087,-74.14612531,4.635176107
2781,Kennedy,Bogotá,Kennedy,Bogotá,05:30:00,05:45:00,MOTO,Estudio,-74.16583551,4.626297826,-74.14053824,4.656203545
2782,Engativa,Bogotá,Usaquen,Bogotá,05:19:48,06:10:12,MOTO,Trabajo,-74.10334618,4.692718765,-74.0267688,4.736148647
2783,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,08:30:00,09:04:48,MOTO,Trabajo,-74.1073934,4.557553874,-74.08453255,4.617690535
2784,Los Martires,Bogotá,Rafael Uribe Uribe,Bogotá,15:00:00,17:40:12,MOTO,Casa,-74.09603254,4.595230929,-74.10638561,4.556603393
2785,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,07:10:12,08:00:00,MOTO,Estudio,-74.18413516,4.532096395,-74.08887128,4.605841515
2786,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,17:40:12,18:30:00,MOTO,Casa,-74.0784654,4.618263347,-74.18198971,4.419062343
2787,Rafael Uribe Uribe,Bogotá,Kennedy,Bogotá,05:15:00,06:01:12,MOTO,Trabajo,-74.11818469,4.547647245,-74.15783374,4.61333706
2788,Kennedy,Bogotá,Rafael Uribe Uribe,Bogotá,14:58:48,15:45:00,MOTO,Casa,-74.12712322,4.641721655,-74.12413217,4.581294914
2789,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,05:00:00,06:10:12,MOTO,Trabajo,-74.15470232,4.408555251,-74.06701111,4.647478604
2790,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,15:49:48,17:00:00,MOTO,Casa,-74.09357434,4.65055756,-74.16748882,4.415607812
2791,Ciudad Bolivar,Bogotá,Usme,Bogotá,06:34:48,07:36:00,MOTO,Trabajo,-74.14449058,4.508445859,-74.18210632,4.378116286
2792,Usme,Bogotá,Ciudad Bolivar,Bogotá,18:34:48,19:36:00,MOTO,Casa,-74.11941064,4.42763947,-74.17971345,4.423487006
2793,Puente Aranda,Bogotá,Santa Fe,Bogotá,08:00:00,08:45:00,MOTO,Trabajo,-74.09430268,4.618134195,-74.02591936,4.572657707
2794,Santa Fe,Bogotá,Puente Aranda,Bogotá,17:45:00,18:30:00,MOTO,Casa,-74.02523511,4.580082919,-74.11711507,4.623018484
2795,Puente Aranda,Bogotá,Engativa,Bogotá,04:00:00,05:00:00,MOTO,Trabajo,-74.10164918,4.627400929,-74.13785637,4.728572149
2796,Engativa,Bogotá,Puente Aranda,Bogotá,13:00:00,14:00:00,MOTO,Casa,-74.09636612,4.693205903,-74.11338842,4.635998111
2797,Fontibon,Bogotá,Fontibon,Bogotá,06:46:48,09:58:12,MOTO,Trabajo,-74.13809421,4.686936281,-74.11473391,4.659352986
2798,Fontibon,Bogotá,Fontibon,Bogotá,14:19:12,17:30:00,MOTO,Casa,-74.15535824,4.702457569,-74.13224278,4.690903971
2799,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,06:15:00,07:40:12,MOTO,Trabajo,-74.19911119,4.415447411,-74.03183508,4.772248018
2800,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,19:34:48,21:00:00,MOTO,Casa,-74.04110763,4.743347903,-74.14814646,4.510604897
2801,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,06:15:00,07:40:12,MOTO,Trabajo,-74.16971255,4.469137076,-74.03673319,4.768965846
2802,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,19:34:48,21:00:00,MOTO,Casa,-74.02755712,4.7789997,-74.15688468,4.410066942
2803,Rafael Uribe Uribe,Bogotá,Engativa,Bogotá,05:19:48,05:49:48,MOTO,Trabajo,-74.10869207,4.575845725,-74.11723715,4.731657444
2804,Engativa,Bogotá,Rafael Uribe Uribe,Bogotá,14:10:12,15:00:00,MOTO,Casa,-74.09863034,4.667845797,-74.12412943,4.572092535
2805,Kennedy,Bogotá,Teusaquillo,Bogotá,07:00:00,07:49:48,MOTO,Trabajo,-74.15118071,4.650065051,-74.06825069,4.647180886
2806,Teusaquillo,Bogotá,Kennedy,Bogotá,18:00:00,19:00:00,MOTO,Casa,-74.10053314,4.638920923,-74.1773958,4.648143779
2807,Kennedy,Bogotá,Kennedy,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.12412678,4.63956898,-74.15375371,4.613001343
2808,Kennedy,Bogotá,Kennedy,Bogotá,14:00:00,15:00:00,MOTO,Casa,-74.14154244,4.655172035,-74.16373547,4.624883708
2809,San Cristóbal,Bogotá,Teusaquillo,Bogotá,08:07:12,10:10:48,MOTO,Trabajo,-74.08272076,4.560634634,-74.07244291,4.616881817
2810,Kennedy,Bogotá,Usaquen,Bogotá,05:30:00,06:25:12,MOTO,Trabajo,-74.1610574,4.636763843,-74.02597435,4.702940946
2811,Usaquen,Bogotá,Kennedy,Bogotá,16:00:00,17:34:48,MOTO,Casa,-74.0124148,4.74507323,-74.14042707,4.658846282
2812,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,05:45:00,05:49:48,MOTO,Diligencia,-74.07182782,4.669121779,-74.06341279,4.679531809
2813,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,09:31:48,09:39:00,MOTO,Casa,-74.06409243,4.659989882,-74.08512561,4.66448753
2814,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,05:45:00,06:03:00,MOTO,Estudio,-74.08646067,4.66667734,-74.07681742,4.660117489
2815,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,12:55:48,13:13:48,MOTO,Casa,-74.07408573,4.653095514,-74.06348474,4.658746452
2816,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:00:00,06:19:48,MOTO,Alguien,-74.14764078,4.403656168,-74.17052824,4.493353251
2817,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:34:12,06:45:00,MOTO,Casa,-74.14729734,4.560742119,-74.15405359,4.520180792
2818,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,15:09:00,15:15:00,MOTO,Trabajo,-74.14311819,4.571092197,-74.1229535,4.486156172
2819,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,23:13:48,23:19:48,MOTO,Casa,-74.14503994,4.508582912,-74.19875714,4.409843436
2820,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,15:00:00,15:15:00,MOTO,Alguien,-74.16451589,4.471831063,-74.14163349,4.533207612
2821,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,23:04:48,23:19:48,MOTO,Casa,-74.15363541,4.435530874,-74.17904944,4.436535344
2822,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:00:00,06:19:48,MOTO,Estudio,-74.14107864,4.503059498,-74.15688309,4.550487073
2823,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,11:40:12,12:00:00,MOTO,Casa,-74.16067988,4.459067504,-74.14960962,4.430576054
2824,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:00:00,07:19:48,MOTO,Trabajo,-74.17609925,4.41811699,-74.18770981,4.386820711
2825,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,11:58:48,12:10:12,MOTO,Casa,-74.16716914,4.39347091,-74.15530845,4.499381282
2826,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:01:12,13:10:12,MOTO,Diligencia,-74.18247491,4.473799812,-74.14203985,4.566182975
2827,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,16:00:00,16:10:12,MOTO,Casa,-74.16697924,4.448586654,-74.18529742,4.419562861
2828,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,06:00:00,07:30:00,MOTO,Casa,-74.04812085,4.69391941,-74.14642233,4.485708472
2829,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,16:10:12,17:40:12,MOTO,Trabajo,-74.1348623,4.537689858,-74.03975621,4.791566603
2830,Chapinero,Bogotá,Usaquen,Bogotá,05:30:00,06:00:00,MOTO,Trabajo,-74.04023149,4.663288348,-74.02919471,4.751949983
2831,Usaquen,Bogotá,Chapinero,Bogotá,18:30:00,19:00:00,MOTO,Casa,-74.02393944,4.81670008,-73.99534396,4.617573851
2832,Chapinero,Bogotá,Engativa,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.03439571,4.647814148,-74.13378351,4.716003039
2833,Engativa,Bogotá,Chapinero,Bogotá,19:00:00,20:00:00,MOTO,Casa,-74.09990097,4.666536399,-74.04478794,4.638882666
2834,Kennedy,Bogotá,Suba,Bogotá,13:00:00,14:30:00,MOTO,Trabajo,-74.1592001,4.653047439,-74.11155845,4.739934632
2835,Antonio Nariño,Bogotá,Engativa,Bogotá,04:00:00,05:00:00,MOTO,Trabajo,-74.10090745,4.586561643,-74.10124177,4.705971464
2836,Engativa,Bogotá,Antonio Nariño,Bogotá,14:00:00,15:00:00,MOTO,Casa,-74.14149246,4.72654108,-74.0976394,4.579272617
2837,Teusaquillo,Bogotá,Santa Fe,Bogotá,10:00:00,10:30:00,MOTO,Trabajo,-74.09694983,4.63334323,-74.02789739,4.586694631
2838,Santa Fe,Bogotá,Teusaquillo,Bogotá,21:00:00,21:30:00,MOTO,Casa,-74.04951182,4.598888644,-74.08057109,4.625248877
2839,Bosa,Bogotá,Santa Fe,Bogotá,07:00:00,08:30:00,MOTO,Trabajo,-74.20871283,4.63078741,-74.07420116,4.602198559
2840,Santa Fe,Bogotá,Bosa,Bogotá,18:00:00,19:30:00,MOTO,Casa,-74.05096439,4.604934316,-74.17067041,4.597332639
2841,Usaquen,Bogotá,Los Martires,Bogotá,08:12:00,09:37:48,MOTO,Trabajo,-74.03843465,4.765906225,-74.09126741,4.608852006
2842,Los Martires,Bogotá,Usaquen,Bogotá,16:13:48,17:40:12,MOTO,Casa,-74.0945792,4.609936276,-74.01647508,4.745871392
2843,Ciudad Bolivar,Bogotá,Santa Fe,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.16659763,4.585251578,-74.02361689,4.61236175
2844,Santa Fe,Bogotá,Ciudad Bolivar,Bogotá,17:30:00,18:30:00,MOTO,Casa,-74.0102446,4.591365285,-74.16143009,4.545728743
2845,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,05:00:00,07:04:48,MOTO,Trabajo,-74.13937187,4.45869733,-74.17539553,4.627486883
2846,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,18:34:48,20:40:12,MOTO,Casa,-74.1620395,4.616249187,-74.12637089,4.482292647
2847,Rafael Uribe Uribe,Bogotá,Bosa,Bogotá,05:19:48,06:00:00,MOTO,Trabajo,-74.1055215,4.576494459,-74.19728952,4.632109891
2848,Bosa,Bogotá,Rafael Uribe Uribe,Bogotá,18:00:00,18:49:48,MOTO,Casa,-74.20709803,4.631277169,-74.11894214,4.575452237
2849,Rafael Uribe Uribe,Bogotá,Chapinero,Bogotá,05:40:12,07:00:00,MOTO,Trabajo,-74.10116359,4.579663583,-74.00622057,4.620625138
2850,Chapinero,Bogotá,Rafael Uribe Uribe,Bogotá,16:00:00,17:19:48,MOTO,Casa,-73.99825161,4.624035,-74.11300681,4.577163286
2851,Usme,Bogotá,Teusaquillo,Bogotá,04:19:48,05:43:12,MOTO,Trabajo,-74.14562192,4.372457921,-74.07613006,4.625236672
2852,Teusaquillo,Bogotá,Usme,Bogotá,17:21:00,18:43:48,MOTO,Casa,-74.07968898,4.648419111,-74.1929767,4.354265771
2853,Usme,Bogotá,Ciudad Bolivar,Bogotá,04:37:12,04:52:12,MOTO,Salud,-74.08460154,4.462924065,-74.19673355,4.421947212
2854,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,08:30:00,09:15:00,MOTO,Trabajo,-74.15824687,4.438996922,-74.08441163,4.600875706
2855,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,17:15:00,18:00:00,MOTO,Casa,-74.09575328,4.602968896,-74.2097701,4.388376527
2856,Suba,Bogotá,Santa Fe,Bogotá,08:00:00,09:00:00,MOTO,Diligencia,-74.09620946,4.729894989,-74.07465139,4.602339843
2857,Santa Fe,Bogotá,Suba,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.03091733,4.592606847,-74.05640992,4.816519144
2858,Kennedy,Bogotá,Usaquen,Bogotá,05:40:12,06:40:12,MOTO,Trabajo,-74.14879531,4.653345255,-74.02399373,4.726331713
