,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
2859,Usaquen,Bogotá,Kennedy,Bogotá,16:45:00,17:45:00,MOTO,Casa,-74.03818536,4.776043761,-74.17591251,4.619450485
2860,Rafael Uribe Uribe,Bogotá,Chapinero,Bogotá,06:15:00,06:45:00,MOTO,Trabajo,-74.1044678,4.539570585,-74.02276243,4.663177026
2861,Chapinero,Bogotá,Rafael Uribe Uribe,Bogotá,17:00:00,18:00:00,MOTO,Casa,-74.01433906,4.619987619,-74.11855695,4.576999156
2862,Usaquen,Bogotá,Puente Aranda,Bogotá,12:04:48,12:45:00,MOTO,Diligencia,-74.02950863,4.716731473,-74.10105296,4.606585073
2863,Puente Aranda,Bogotá,Usaquen,Bogotá,12:48:00,13:28:12,MOTO,Casa,-74.09925756,4.609765253,-74.03783341,4.754809615
2864,Fontibon,Bogotá,Kennedy,Bogotá,14:30:00,15:28:12,MOTO,Trabajo,-74.15050053,4.686143672,-74.14801126,4.614454146
2865,Kennedy,Bogotá,Fontibon,Bogotá,00:30:00,01:21:00,MOTO,Casa,-74.17450775,4.642648765,-74.1546772,4.672037678
2866,Kennedy,Bogotá,Santa Fe,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.13792237,4.629698286,-74.04363257,4.596482232
2867,Santa Fe,Bogotá,Kennedy,Bogotá,18:00:00,19:00:00,MOTO,Casa,-74.05496629,4.588114049,-74.13415039,4.641402514
2868,Engativa,Bogotá,Puente Aranda,Bogotá,06:00:00,06:45:00,MOTO,Trabajo,-74.12623278,4.734955751,-74.11886771,4.634235638
2869,Puente Aranda,Bogotá,Engativa,Bogotá,13:45:00,14:30:00,MOTO,Casa,-74.11539576,4.6131212,-74.11355488,4.701913211
2870,Kennedy,Bogotá,Fontibon,Bogotá,06:30:00,07:10:12,MOTO,Trabajo,-74.16381517,4.635392833,-74.16120001,4.684030382
2871,Fontibon,Bogotá,Kennedy,Bogotá,20:30:00,21:10:12,MOTO,Casa,-74.16644569,4.671391988,-74.16169838,4.628617887
2872,Engativa,Bogotá,Santa Fe,Bogotá,07:01:48,09:25:12,MOTO,Alguien,-74.08892083,4.677086309,-74.02546217,4.568822508
2873,Santa Fe,Bogotá,Engativa,Bogotá,10:40:12,12:19:12,MOTO,Casa,-74.01110266,4.56758085,-74.13249478,4.711476425
2874,Engativa,Bogotá,Barrios Unidos,Bogotá,17:06:00,17:34:12,MOTO,Alguien,-74.12116305,4.73835179,-74.07307778,4.686266321
2875,Barrios Unidos,Bogotá,Engativa,Bogotá,17:34:12,18:15:00,MOTO,Casa,-74.07911853,4.668159271,-74.11883096,4.691644203
2876,Los Martires,Bogotá,Teusaquillo,Bogotá,07:12:00,07:58:48,MOTO,Estudio,-74.08723181,4.595390408,-74.10397514,4.640871614
2877,Teusaquillo,Bogotá,Los Martires,Bogotá,15:13:48,15:27:00,MOTO,Casa,-74.09792626,4.658237894,-74.08134238,4.602276218
2878,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.10848045,4.541658384,-74.08576214,4.56436353
2879,San Cristóbal,Bogotá,Rafael Uribe Uribe,Bogotá,13:00:00,13:15:00,MOTO,Casa,-74.04697292,4.568976355,-74.1104464,4.54149407
2880,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.09917755,4.575299919,-74.08636749,4.57220523
2881,San Cristóbal,Bogotá,Rafael Uribe Uribe,Bogotá,13:00:00,13:15:00,MOTO,Casa,-74.09977933,4.569293283,-74.11144199,4.561732976
2882,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,05:34:48,07:45:00,MOTO,Trabajo,-74.16314971,4.457905412,-74.04307609,4.663958204
2883,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,17:10:12,19:19:48,MOTO,Casa,-74.04315919,4.6425321,-74.15123511,4.504517324
2884,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,05:30:00,06:49:48,MOTO,Trabajo,-74.16521961,4.448495804,-74.05869185,4.649885057
2885,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,18:16:12,19:36:00,MOTO,Casa,-74.00437062,4.622371789,-74.14856128,4.51756966
2886,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.16816788,4.641428421,-74.19234371,4.410523799
2887,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,20:04:48,20:19:48,MOTO,Casa,-74.17422411,4.448957442,-74.17203234,4.605178214
2888,Kennedy,Bogotá,Antonio Nariño,Bogotá,08:30:00,09:10:12,MOTO,Trabajo,-74.1232832,4.63718468,-74.10366949,4.593960522
2889,Antonio Nariño,Bogotá,Los Martires,Bogotá,17:34:48,17:40:12,MOTO,Trabajo,-74.11342773,4.594318787,-74.07486072,4.61676972
2890,Los Martires,Bogotá,Kennedy,Bogotá,17:52:12,18:10:12,MOTO,Casa,-74.08260826,4.616991712,-74.13555425,4.602907911
2891,Bosa,Bogotá,Chapinero,Bogotá,07:15:00,07:45:00,MOTO,Trabajo,-74.19902115,4.609136349,-74.037608,4.666294749
2892,Chapinero,Bogotá,Bosa,Bogotá,19:30:00,20:00:00,MOTO,Casa,-74.035929,4.63810574,-74.20470501,4.637202443
2893,Kennedy,Bogotá,Tunjuelito,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.14387297,4.61569104,-74.13849264,4.567283758
2894,Tunjuelito,Bogotá,Kennedy,Bogotá,19:30:00,20:30:00,MOTO,Casa,-74.13111838,4.588524537,-74.13495262,4.624747753
2895,Kennedy,Bogotá,Suba,Bogotá,13:30:00,13:45:00,MOTO,Diligencia,-74.17491279,4.628802351,-74.0693957,4.692167674
2896,Suba,Bogotá,Kennedy,Bogotá,14:04:48,14:19:48,MOTO,Casa,-74.07948093,4.710500598,-74.13059425,4.636953095
2897,Kennedy,Bogotá,Teusaquillo,Bogotá,04:00:00,05:30:00,MOTO,Trabajo,-74.15538274,4.641140577,-74.10210678,4.642102372
2898,Teusaquillo,Bogotá,Kennedy,Bogotá,14:30:00,16:00:00,MOTO,Casa,-74.07575563,4.639030475,-74.13876276,4.598778272
2899,Kennedy,Bogotá,Engativa,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.14342903,4.60520784,-74.1248271,4.695978784
2900,Engativa,Bogotá,Kennedy,Bogotá,09:30:00,10:30:00,MOTO,Casa,-74.09942561,4.688121443,-74.13057125,4.633709236
2901,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,06:30:00,07:01:48,MOTO,Trabajo,-74.10817532,4.540950607,-74.08133184,4.61431903
2902,Los Martires,Bogotá,Rafael Uribe Uribe,Bogotá,18:28:12,19:00:00,MOTO,Casa,-74.0917162,4.596399883,-74.10778572,4.56884077
2903,Usme,Bogotá,Chapinero,Bogotá,05:00:00,06:10:12,MOTO,Trabajo,-74.17790911,4.367522683,-74.02299155,4.619537361
2904,Chapinero,Bogotá,Usme,Bogotá,17:00:00,18:15:00,MOTO,Casa,-74.0466741,4.663712135,-74.16591884,4.294313809
2905,San Cristóbal,Bogotá,Antonio Nariño,Bogotá,07:30:00,08:40:12,MOTO,Diligencia,-74.0923089,4.563428847,-74.12473843,4.592099867
2906,Antonio Nariño,Bogotá,Santa Fe,Bogotá,09:30:00,11:15:00,MOTO,Diligencia,-74.10694031,4.587810313,-74.01077146,4.595755007
2907,Santa Fe,Bogotá,Rafael Uribe Uribe,Bogotá,12:30:00,14:15:00,MOTO,Diligencia,-74.00062568,4.596843532,-74.10871403,4.564898597
2908,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,15:10:12,18:00:00,MOTO,Casa,-74.11911917,4.559378927,-74.07932925,4.551618934
2909,Rafael Uribe Uribe,Bogotá,Fontibon,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.11898564,4.564084829,-74.1273015,4.654812429
2910,Fontibon,Bogotá,Rafael Uribe Uribe,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.15294301,4.691821598,-74.10878002,4.55467936
2911,Usme,Bogotá,Puente Aranda,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.18929673,4.285384596,-74.10175587,4.616760851
2912,Antonio Nariño,Bogotá,Rafael Uribe Uribe,Bogotá,04:07:12,04:27:00,MOTO,Trabajo,-74.09382036,4.587131508,-74.12435509,4.587584421
2913,Rafael Uribe Uribe,Bogotá,Antonio Nariño,Bogotá,13:16:12,13:33:00,MOTO,Casa,-74.11876744,4.542859417,-74.08688128,4.588512569
2914,Ciudad Bolivar,Bogotá,Usme,Bogotá,06:30:00,06:49:48,MOTO,Trabajo,-74.16593387,4.531430675,-74.15659817,4.383693083
2915,Usme,Bogotá,Ciudad Bolivar,Bogotá,17:49:48,18:10:12,MOTO,Casa,-74.09508918,4.364154288,-74.1711878,4.41818973
2916,Rafael Uribe Uribe,Bogotá,Barrios Unidos,Bogotá,07:15:00,08:00:00,MOTO,Recreacion,-74.11350757,4.584948814,-74.07094998,4.673981033
2917,Barrios Unidos,Bogotá,Rafael Uribe Uribe,Bogotá,10:00:00,11:00:00,MOTO,Casa,-74.08696969,4.672572462,-74.10878115,4.567183818
2918,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,06:15:00,07:10:12,MOTO,Trabajo,-74.1787813,4.595076553,-74.16968757,4.679473244
2919,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,15:45:00,16:40:12,MOTO,Casa,-74.12234571,4.654104312,-74.18840357,4.443565273
2920,Ciudad Bolivar,Bogotá,Suba,Bogotá,05:30:00,05:40:12,MOTO,Alguien,-74.18003651,4.476770149,-74.12958068,4.743166494
2921,Suba,Bogotá,Ciudad Bolivar,Bogotá,05:55:48,07:00:00,MOTO,Casa,-74.08326707,4.715164018,-74.15485669,4.441439389
2922,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,14:13:12,14:49:48,MOTO,Alguien,-74.14336434,4.521307661,-74.13993864,4.510406897
2923,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,15:22:12,16:00:00,MOTO,Casa,-74.1401557,4.551875881,-74.17207948,4.558452606
2924,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,05:30:00,05:45:00,MOTO,Estudio,-74.16509338,4.516984599,-74.14592882,4.478072837
2925,Kennedy,Bogotá,Tunjuelito,Bogotá,23:30:00,00:10:12,MOTO,Trabajo,-74.17192871,4.633835545,-74.13582989,4.574350153
2926,Kennedy,Bogotá,Tunjuelito,Bogotá,23:30:00,00:10:12,MOTO,Trabajo,-74.13254752,4.620216112,-74.13490814,4.578144014
2927,Kennedy,Bogotá,Tunjuelito,Bogotá,23:30:00,00:10:12,MOTO,Trabajo,-74.15738007,4.612949905,-74.13573824,4.569114154
2928,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,05:40:12,07:00:00,MOTO,Trabajo,-74.17502402,4.433294262,-74.17224397,4.561949301
2929,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,14:37:12,16:00:00,MOTO,Casa,-74.16924809,4.56259753,-74.14808404,4.468750409
2930,Puente Aranda,Bogotá,Fontibon,Bogotá,06:01:12,07:25:12,MOTO,Diligencia,-74.09819554,4.630903485,-74.15862591,4.668277877
2931,Fontibon,Bogotá,Puente Aranda,Bogotá,14:51:00,16:15:00,MOTO,Casa,-74.13150245,4.650706618,-74.09955523,4.607379378
2932,Puente Aranda,Bogotá,Puente Aranda,Bogotá,07:30:00,08:03:00,MOTO,Recreacion,-74.1296849,4.607491278,-74.09592471,4.623251744
2933,Puente Aranda,Bogotá,Puente Aranda,Bogotá,17:33:00,18:06:00,MOTO,Casa,-74.10490303,4.620911143,-74.10751138,4.617278559
2934,Engativa,Bogotá,Fontibon,Bogotá,09:15:00,10:00:00,MOTO,Trabajo,-74.1310321,4.712546492,-74.1502728,4.668991703
2935,Fontibon,Bogotá,Bosa,Bogotá,18:15:00,19:00:00,MOTO,Casa,-74.14299245,4.686423218,-74.19751286,4.631860657
2936,Engativa,Bogotá,Engativa,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.11759776,4.676464312,-74.10447274,4.664078735
2937,Engativa,Bogotá,Bosa,Bogotá,08:00:00,09:00:00,MOTO,Casa,-74.09519881,4.705794552,-74.19365533,4.617560223
2938,Usaquen,Bogotá,Fontibon,Bogotá,06:30:00,08:30:00,MOTO,Diligencia,-74.00965404,4.810331685,-74.16341353,4.691162256
2939,Fontibon,Bogotá,Chapinero,Bogotá,09:30:00,09:33:00,MOTO,Salud,-74.15634214,4.683489155,-74.03370108,4.619747909
2940,Chapinero,Bogotá,Usaquen,Bogotá,11:30:00,12:19:48,MOTO,Casa,-74.05920649,4.634291401,-74.04778328,4.693237831
2941,Usaquen,Bogotá,Suba,Bogotá,14:49:48,15:10:12,MOTO,Diligencia,-74.04574634,4.700686424,-74.08178151,4.701045997
2942,Suba,Bogotá,Usaquen,Bogotá,16:00:00,17:30:00,MOTO,Casa,-74.04123943,4.810974634,-74.03149212,4.778370193
2943,Teusaquillo,Bogotá,Suba,Bogotá,13:00:00,14:15:00,MOTO,Estudio,-74.08425665,4.632086311,-74.0964684,4.751941013
2944,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:19:48,06:25:12,MOTO,Alguien,-74.18485575,4.432522045,-74.15660678,4.407742465
2945,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:25:48,06:40:12,MOTO,Trabajo,-74.14655564,4.502878113,-74.17527676,4.591463367
2946,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,09:19:48,09:40:12,MOTO,Casa,-74.17231595,4.493092198,-74.15491728,4.596088959
2947,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,10:09:00,10:30:00,MOTO,Alguien,-74.1329526,4.478949398,-74.15414037,4.434228692
2948,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,12:57:00,13:00:00,MOTO,Diligencia,-74.14509376,4.522248714,-74.2010967,4.413962148
2949,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:16:48,13:19:48,MOTO,Trabajo,-74.12650425,4.538427233,-74.13741613,4.511264001
2950,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:28:12,20:33:00,MOTO,Alguien,-74.15108072,4.574962805,-74.12916838,4.494792035
2951,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:37:12,20:45:00,MOTO,Alguien,-74.14537227,4.467756077,-74.15778086,4.574236667
2952,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,21:39:00,21:49:48,MOTO,Casa,-74.19764111,4.395444773,-74.1508711,4.523395112
2953,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,10:19:48,10:34:48,MOTO,Trabajo,-74.16282168,4.446392705,-74.15057758,4.507789158
2954,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:30:00,20:45:00,MOTO,Casa,-74.18376543,4.436454506,-74.16067657,4.470601495
2955,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:19:48,06:25:12,MOTO,Estudio,-74.13198781,4.484806154,-74.15630148,4.476270562
2956,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,09:19:48,09:25:12,MOTO,Estudio,-74.16584508,4.423689234,-74.14943406,4.507454616
2957,Puente Aranda,Bogotá,Kennedy,Bogotá,21:30:00,22:30:00,MOTO,Casa,-74.10476948,4.623860229,-74.12475248,4.625221322
2958,Kennedy,Bogotá,Puente Aranda,Bogotá,06:30:00,07:00:00,MOTO,Trabajo,-74.1443799,4.608002681,-74.12500519,4.597643212
2959,Puente Aranda,Bogotá,Kennedy,Bogotá,14:00:00,14:30:00,MOTO,Casa,-74.11761864,4.616875147,-74.13541586,4.638794621
2960,Kennedy,Bogotá,Puente Aranda,Bogotá,18:30:00,19:00:00,MOTO,Diligencia,-74.15143807,4.616332136,-74.09354378,4.624806188
2961,Puente Aranda,Bogotá,Kennedy,Bogotá,22:00:00,22:30:00,MOTO,Casa,-74.09613742,4.624877072,-74.16417766,4.650881705
2962,Ciudad Bolivar,Bogotá,Santa Fe,Bogotá,05:00:00,06:15:00,MOTO,Trabajo,-74.18673232,4.444360077,-74.02946156,4.572628304
2963,Bosa,Bogotá,Chapinero,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.19138934,4.623165329,-74.0580892,4.642296654
2964,Chapinero,Bogotá,Bosa,Bogotá,15:00:00,16:00:00,MOTO,Alguien,-73.99322529,4.622482622,-74.19237939,4.604095628
2965,Bosa,Bogotá,Bosa,Bogotá,16:00:00,16:04:48,MOTO,Casa,-74.21352469,4.632457603,-74.22052805,4.625046282
2966,Candelaria,Bogotá,Santa Fe,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.07685768,4.601002299,-74.04369527,4.603731706
2967,Santa Fe,Bogotá,Santa Fe,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.0090034,4.610456964,-74.07583081,4.605879887
2968,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,06:30:00,07:49:48,MOTO,Trabajo,-74.14454754,4.525424019,-74.10297111,4.618854424
2969,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,17:40:12,19:00:00,MOTO,Casa,-74.1285953,4.605687931,-74.16027836,4.528034824
2970,Kennedy,Bogotá,Teusaquillo,Bogotá,12:00:00,12:10:12,MOTO,Trabajo,-74.13894416,4.607777725,-74.06596191,4.649624624
2971,Teusaquillo,Bogotá,Kennedy,Bogotá,23:15:00,23:30:00,MOTO,Casa,-74.08803364,4.648347804,-74.14019255,4.617583985
2972,San Cristóbal,Bogotá,San Cristóbal,Bogotá,09:07:48,10:13:48,MOTO,Trabajo,-74.04587732,4.572064124,-74.06214143,4.543968306
2973,Usme,Bogotá,Chapinero,Bogotá,04:49:48,06:00:00,MOTO,Trabajo,-74.16871152,4.300475447,-74.06370289,4.626933225
2974,Chapinero,Bogotá,Usme,Bogotá,14:34:48,15:45:00,MOTO,Casa,-74.05929971,4.643383111,-74.11599885,4.52583381
2975,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,06:30:00,07:40:12,MOTO,Trabajo,-74.17081979,4.534060953,-73.99263194,4.627993563
2976,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,17:49:48,19:00:00,MOTO,Casa,-74.04915289,4.643389697,-74.18020646,4.437949269
2977,Rafael Uribe Uribe,Bogotá,Barrios Unidos,Bogotá,06:30:00,08:03:00,MOTO,Trabajo,-74.10447017,4.583018649,-74.0886108,4.668192202
2978,Barrios Unidos,Bogotá,Rafael Uribe Uribe,Bogotá,17:00:00,18:10:12,MOTO,Casa,-74.07258811,4.668814686,-74.10327433,4.553857375
2979,Rafael Uribe Uribe,Bogotá,Rafael Uribe Uribe,Bogotá,06:30:00,06:45:00,MOTO,Estudio,-74.10338135,4.542809181,-74.12621582,4.576899976
2980,Puente Aranda,Bogotá,Usme,Bogotá,17:45:00,18:00:00,MOTO,Casa,-74.10141361,4.626329581,-74.12922239,4.327156366
2981,Suba,Bogotá,Chapinero,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.07700077,4.799637519,-74.03906331,4.623051632
2982,Chapinero,Bogotá,Suba,Bogotá,17:00:00,17:30:00,MOTO,Casa,-74.05356733,4.648222654,-74.06288856,4.727996444
2983,Chapinero,Bogotá,Usaquen,Bogotá,09:25:12,09:45:00,MOTO,Trabajo,-74.04630449,4.62654493,-74.01568602,4.803768447
2984,Usaquen,Bogotá,Chapinero,Bogotá,13:55:12,14:15:00,MOTO,Casa,-74.01278561,4.676242403,-74.0402793,4.622008203
2985,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,11:19:48,12:00:00,MOTO,Trabajo,-74.15232534,4.407342483,-74.08883505,4.600322416
2986,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,19:49:48,20:30:00,MOTO,Casa,-74.07619635,4.609073273,-74.14071258,4.511338044
2987,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,05:30:00,05:55:12,MOTO,Trabajo,-74.15147983,4.451958989,-74.17028759,4.477567434
2988,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,17:34:48,18:00:00,MOTO,Casa,-74.14345958,4.542104546,-74.15336755,4.531196702
2989,San Cristóbal,Bogotá,Chapinero,Bogotá,12:00:00,13:22:48,MOTO,Trabajo,-74.09933403,4.549113668,-74.02351516,4.635960598
2990,Chapinero,Bogotá,Chapinero,Bogotá,13:28:48,14:21:00,MOTO,Trabajo,-74.04744911,4.658636159,-74.04697706,4.62597783
2991,Chapinero,Bogotá,Chapinero,Bogotá,15:31:12,16:31:48,MOTO,Diligencia,-74.03617913,4.631826801,-74.03763218,4.624637828
2992,Chapinero,Bogotá,San Cristóbal,Bogotá,20:34:48,21:55:12,MOTO,Casa,-74.04291162,4.653623662,-74.06979776,4.532062092
2993,San Cristóbal,Bogotá,Chapinero,Bogotá,09:00:00,09:51:00,MOTO,Trabajo,-74.04013391,4.525364748,-74.04120944,4.67476485
2994,Chapinero,Bogotá,San Cristóbal,Bogotá,22:30:00,23:28:12,MOTO,Casa,-74.05149245,4.648268735,-74.08581053,4.536570906
2995,Kennedy,Bogotá,Puente Aranda,Bogotá,07:30:00,08:00:00,MOTO,Trabajo,-74.16934389,4.639784026,-74.12651573,4.608474363
2996,Puente Aranda,Bogotá,Kennedy,Bogotá,16:30:00,17:00:00,MOTO,Casa,-74.10863824,4.628722786,-74.17314304,4.64329865
2997,Usaquen,Bogotá,Kennedy,Bogotá,06:00:00,06:45:00,MOTO,Trabajo,-74.04683879,4.702037356,-74.12674102,4.628589598
2998,Kennedy,Bogotá,Usaquen,Bogotá,14:00:00,17:00:00,MOTO,Casa,-74.13961853,4.63032682,-74.01591394,4.82014215
2999,Kennedy,Bogotá,Santa Fe,Bogotá,06:00:00,06:40:12,MOTO,Trabajo,-74.1303165,4.612016294,-74.01504668,4.608388806
3000,Santa Fe,Bogotá,Kennedy,Bogotá,17:00:00,17:45:00,MOTO,Casa,-74.03664475,4.606150506,-74.17774359,4.601440609
3001,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,05:19:48,06:00:00,MOTO,Trabajo,-74.17287214,4.445568527,-74.12600001,4.690245812
3002,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,17:19:48,18:00:00,MOTO,Casa,-74.14882925,4.697486767,-74.1609764,4.57211942
3003,Rafael Uribe Uribe,Bogotá,Rafael Uribe Uribe,Bogotá,10:10:12,10:25:12,MOTO,Trabajo,-74.10687229,4.571461627,-74.11027958,4.540665118
3004,Rafael Uribe Uribe,Bogotá,Rafael Uribe Uribe,Bogotá,18:30:00,18:49:48,MOTO,Casa,-74.12210116,4.588087885,-74.10437399,4.555199306
3005,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,05:10:12,05:22:12,MOTO,Trabajo,-74.17037257,4.41481442,-74.11724763,4.612460395
3006,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,11:04:48,11:45:00,MOTO,Casa,-74.10624111,4.623577422,-74.15858918,4.480490892
3007,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,18:30:00,19:00:00,MOTO,Alguien,-74.13495092,4.500269497,-74.14687577,4.625614613
3008,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,21:30:00,22:00:00,MOTO,Casa,-74.16791771,4.639419427,-74.19275581,4.388644108
3009,Usme,Bogotá,Puente Aranda,Bogotá,06:30:00,07:30:00,MOTO,Trabajo,-74.19785662,4.377323276,-74.12062399,4.614312337
3010,Puente Aranda,Bogotá,Usme,Bogotá,20:00:00,21:30:00,MOTO,Casa,-74.11709737,4.633286862,-74.12187189,4.331466283
3011,Engativa,Bogotá,Santa Fe,Bogotá,13:58:48,14:15:00,MOTO,Estudio,-74.08920281,4.678578249,-74.04732861,4.592785243
3012,San Cristóbal,Bogotá,Chapinero,Bogotá,15:04:12,15:40:12,MOTO,Estudio,-74.04439992,4.532185448,-74.06059242,4.647542273
3013,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:00:00,07:19:48,MOTO,Alguien,-74.15272257,4.554521649,-74.18238609,4.595052438
3014,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,08:40:12,09:00:00,MOTO,Casa,-74.12535134,4.481511075,-74.15810636,4.54515751
3015,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:00:00,07:19:48,MOTO,Trabajo,-74.15813216,4.56231228,-74.13040742,4.485627604
3016,Candelaria,Bogotá,Los Martires,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.06921579,4.592388787,-74.08609559,4.610551534
3017,Los Martires,Bogotá,Candelaria,Bogotá,17:45:00,18:00:00,MOTO,Casa,-74.08085593,4.620675477,-74.07527412,4.590411324
3018,Kennedy,Bogotá,Teusaquillo,Bogotá,12:00:00,13:00:00,MOTO,Trabajo,-74.16864053,4.626907201,-74.09174754,4.626389166
3019,Teusaquillo,Bogotá,Kennedy,Bogotá,19:00:00,20:00:00,MOTO,Casa,-74.10397123,4.639014516,-74.15086116,4.635830223
3020,San Cristóbal,Bogotá,Rafael Uribe Uribe,Bogotá,09:00:00,09:25:12,MOTO,Diligencia,-74.0339328,4.553175577,-74.1160781,4.555235044
3021,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,10:19:48,10:45:00,MOTO,Casa,-74.12975559,4.582782807,-74.0639433,4.568147316
3022,Usme,Bogotá,Usme,Bogotá,10:33:00,10:49:12,MOTO,Diligencia,-74.12772708,4.419607777,-74.20991491,4.326476734
3023,Usme,Bogotá,Usme,Bogotá,12:21:00,12:30:00,MOTO,Casa,-74.1116901,4.362934986,-74.16966609,4.30104843
3024,Usme,Bogotá,Usme,Bogotá,13:22:12,13:28:48,MOTO,Diligencia,-74.19626244,4.365045622,-74.18823128,4.375668822
3025,Usme,Bogotá,Usme,Bogotá,10:34:12,10:57:00,MOTO,Alguien,-74.16069453,4.289847488,-74.13199394,4.439371731
3026,Usme,Bogotá,Usme,Bogotá,12:21:00,12:30:00,MOTO,Casa,-74.13078275,4.311855412,-74.21569028,4.357688031
3027,Usme,Bogotá,Usme,Bogotá,13:25:12,13:31:48,MOTO,Alguien,-74.09436072,4.518159204,-74.10384703,4.362986409
3028,Usme,Bogotá,Usme,Bogotá,14:13:12,14:22:12,MOTO,Casa,-74.08202443,4.518305074,-74.19248231,4.29375014
3029,Bosa,Bogotá,Engativa,Bogotá,06:00:00,07:30:00,MOTO,Trabajo,-74.19860624,4.604176228,-74.13424326,4.712745499
3030,Engativa,Bogotá,Bosa,Bogotá,18:00:00,19:19:48,MOTO,Casa,-74.11359075,4.671850726,-74.19904141,4.608422167
3031,Antonio Nariño,Bogotá,Teusaquillo,Bogotá,07:00:00,07:40:12,MOTO,Trabajo,-74.08835433,4.58946698,-74.09520688,4.630817762
3032,Teusaquillo,Bogotá,Antonio Nariño,Bogotá,17:04:48,17:45:00,MOTO,Casa,-74.09397178,4.643077249,-74.12157588,4.590704526
3033,Engativa,Bogotá,Engativa,Bogotá,17:40:12,18:00:00,MOTO,Diligencia,-74.09421188,4.703543218,-74.09525618,4.685119282
3034,Engativa,Bogotá,Engativa,Bogotá,18:40:12,19:00:00,MOTO,Casa,-74.11523645,4.694921956,-74.11820934,4.698533362
3035,Engativa,Bogotá,Engativa,Bogotá,16:00:00,16:15:00,MOTO,Alguien,-74.13306376,4.71476874,-74.11851034,4.704726563
