ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Bello,Bello-Comuna 10,05:00:00,6.327582363,-75.6195634,Barbosa,Urbana Barbosa,06:00:00,6.414400637,-75.27967057,Moto (Conductor),Trabajo
Barbosa,Urbana Barbosa,17:00:00,6.417637657,-75.39373744,Bello,Bello-Comuna 10,18:00:00,6.376902217,-75.59971899,Moto (Conductor),Casa
Bello,Bello-Comuna 10,13:00:00,6.364908506,-75.6057435,Medellin,La Candelaria,13:20:00,6.250727448,-75.56869653,Moto (Conductor),Diligencia
Medellin,La Candelaria,19:00:00,6.244394783,-75.56851867,Bello,Bello-Comuna 10,19:30:00,6.322114691,-75.58739475,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:00:00,6.317351402,-75.6052373,Medellin,La Candelaria,07:50:00,6.243885681,-75.5594918,Moto (Acompa?±ante),Trabajo
Bello,Bello-Comuna 10,12:00:00,6.348651602,-75.61167264,Medellin,El Poblado,12:45:00,6.210854187,-75.57221981,Moto (Conductor),Trabajo
Medellin,El Poblado,16:00:00,6.198712209,-75.55876814,Caldas,Urbana Caldas,16:45:00,5.9854918,-75.61845902,Moto (Conductor),Trabajo
Caldas,Urbana Caldas,19:30:00,6.083484802,-75.60186383,Bello,Bello-Comuna 10,20:35:00,6.368386965,-75.62944412,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:00:00,6.37801702,-75.61630377,Envigado,Zona 08,05:40:00,6.170368838,-75.56295108,Moto (Conductor),Trabajo
Envigado,Zona 08,14:15:00,6.121012656,-75.57639497,Bello,Bello-Comuna 10,15:00:00,6.341459309,-75.65314393,Moto (Conductor),Casa
Bello,Bello-Comuna 02,06:30:00,6.39814571,-75.59983242,Medellin,Buenos Aires,07:00:00,6.236159413,-75.55758791,Moto (Conductor),Trabajo
Medellin,Buenos Aires,17:30:00,6.229272959,-75.5379975,Bello,Bello-Comuna 02,18:00:00,6.358102786,-75.56132861,Moto (Conductor),Casa
Bello,Bello-Comuna 10,08:00:00,6.320815254,-75.57533148,Medellin,La Candelaria,08:30:00,6.239982126,-75.57728476,Moto (Conductor),Trabajo
Medellin,La Candelaria,19:00:00,6.23970189,-75.56716981,Bello,Bello-Comuna 10,19:30:00,6.387453257,-75.57409336,Moto (Conductor),Casa
Bello,Bello-Comuna 10,08:30:00,6.36476749,-75.56278269,Bello,Bello-Comuna 02,09:00:00,6.337376517,-75.65307217,Moto (Acompa?±ante),Trabajo
Bello,Bello-Comuna 10,10:00:00,6.350147978,-75.58326074,Medellin,Robledo,10:30:00,6.271164101,-75.58347433,Moto (Conductor),Trabajo
Medellin,Robledo,13:12:00,6.288029465,-75.59274493,Bello,Bello-Comuna 10,14:00:00,6.342052237,-75.5335999,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.337585649,-75.57236455,Medellin,Laureles-Estadio,06:30:00,6.23830945,-75.60017556,Moto (Conductor),Casa
Medellin,Laureles-Estadio,21:30:00,6.254181039,-75.59468882,Bello,Bello-Comuna 10,22:00:00,6.358912429,-75.61426598,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,16:10:00,6.194282953,-75.59779967,Bello,Bello-Comuna 10,17:30:00,6.360414893,-75.59263693,Moto (Conductor),Casa
Bello,Bello-Comuna 09,17:00:00,6.331670198,-75.57706469,Bello,Bello-Comuna 03,18:00:00,6.394419525,-75.60105499,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 01,05:15:00,6.347379841,-75.62468433,Envigado,Zona 09,07:00:00,6.186916885,-75.49452095,Moto (Conductor),Trabajo
Envigado,Zona 09,17:30:00,6.163702515,-75.59957163,Bello,Bello-Comuna 01,18:30:00,6.358080745,-75.59133177,Moto (Conductor),Casa
Bello,Bello-Comuna 01,07:00:00,6.356084294,-75.58058979,Medellin,La Candelaria,07:15:00,6.246291548,-75.57913102,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,21:30:00,6.252306641,-75.56184498,Bello,Bello-Comuna 01,21:50:00,6.364555624,-75.60594103,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 10,06:00:00,6.338838675,-75.58472593,Medellin,La Candelaria,06:30:00,6.248301808,-75.56523882,Moto (Conductor),Trabajo
Medellin,La Candelaria,18:00:00,6.250884459,-75.57551839,Bello,Bello-Comuna 10,18:30:00,6.316860959,-75.56968528,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:00:00,6.394246765,-75.57069798,Medellin,Belen,07:45:00,6.209982636,-75.60769586,Moto (Conductor),Trabajo
Medellin,Belen,17:30:00,6.236650152,-75.58453758,Bello,Bello-Comuna 10,18:15:00,6.386511049,-75.56107776,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:30:00,6.349209941,-75.62452816,Itagui,Itagui-Comuna 01,06:00:00,6.19754204,-75.60552984,Moto (Acompa?±ante),Trabajo
Itagui,Itagui-Comuna 01,18:00:00,6.185546907,-75.6224025,Bello,Bello-Comuna 01,18:30:00,6.428454335,-75.58897979,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 10,07:30:00,6.360824605,-75.53768766,Copacabana,Urbana Copacabana,07:55:00,6.393283228,-75.50683663,Moto (Conductor),Trabajo
Copacabana,Urbana Copacabana,16:30:00,6.307160027,-75.51060569,Bello,Bello-Comuna 10,16:55:00,6.33408967,-75.59020865,Moto (Conductor),Casa
Bello,Bello-Comuna 10,10:00:00,6.350782819,-75.58589247,Medellin,El Poblado,10:30:00,6.205422939,-75.56855137,Moto (Conductor),Trabajo
Medellin,El Poblado,20:20:00,6.190441843,-75.56334377,Bello,Bello-Comuna 10,20:50:00,6.329907469,-75.5445187,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.367457617,-75.53094496,Medellin,La Candelaria,07:00:00,6.248458086,-75.56810276,Moto (Conductor),Trabajo
Medellin,La Candelaria,17:00:00,6.25128397,-75.56850799,Bello,Bello-Comuna 10,18:00:00,6.319167665,-75.55579948,Moto (Conductor),Casa
Bello,Bello-Comuna 01,06:30:00,6.371645973,-75.55196342,Medellin,La Candelaria,06:55:00,6.238803964,-75.56413968,Moto (Conductor),Trabajo
Medellin,La Candelaria,17:00:00,6.257812912,-75.57298685,Bello,Bello-Comuna 01,17:55:00,6.370910854,-75.62391737,Moto (Conductor),Casa
Bello,Bello-Comuna 11,09:00:00,6.361374608,-75.60321404,Medellin,Popular,09:30:00,6.285679729,-75.53701089,Moto (Conductor),Trabajo
Medellin,Popular,16:00:00,6.286905038,-75.55279617,Bello,Bello-Comuna 11,16:30:00,6.40442586,-75.59899484,Moto (Conductor),Casa
Bello,Bello-Comuna 02,07:00:00,6.37819618,-75.59636686,Bello,Bello-Comuna 08,07:05:00,6.359559333,-75.63746764,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,12:00:00,6.365202622,-75.65444755,Bello,Bello-Comuna 02,12:05:00,6.413394703,-75.59997702,Moto (Conductor),Almuerzo
Bello,Bello-Comuna 02,13:00:00,6.332614331,-75.5519652,Bello,Bello-Comuna 08,13:05:00,6.359780831,-75.59879778,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,16:30:00,6.312313445,-75.57302867,Bello,Bello-Comuna 02,16:35:00,6.352098861,-75.61646928,Moto (Conductor),Casa
Bello,Bello-Comuna 03,07:15:00,6.309858623,-75.55137924,Medellin,Guayabal,08:00:00,6.228887037,-75.58300138,Moto (Conductor),Trabajo
Medellin,Guayabal,17:30:00,6.218052104,-75.58368428,Medellin,Robledo,18:00:00,6.282050377,-75.60899056,Moto (Conductor),Estudio
Medellin,Robledo,22:00:00,6.27047911,-75.58932998,Bello,Bello-Comuna 03,22:45:00,6.379442719,-75.62740425,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:50:00,6.336319733,-75.55094048,Girardota,Urbana Girardota,06:00:00,6.388323709,-75.4807083,Moto (Conductor),Trabajo
Girardota,Urbana Girardota,17:30:00,6.339950995,-75.44864369,Bello,Bello-Comuna 10,18:00:00,6.409401636,-75.60051094,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:45:00,6.332908881,-75.60955405,Bello,Bello-Comuna 03,06:00:00,6.386721016,-75.60978775,Moto (Conductor),Trabajo
Bello,Bello-Comuna 03,16:00:00,6.34773473,-75.56669169,Bello,Bello-Comuna 10,16:15:00,6.373158788,-75.59884864,Moto (Conductor),Casa
Bello,Bello-Comuna 10,17:00:00,6.38449338,-75.63051881,Bello,Bello-Comuna 10,17:05:00,6.355271239,-75.5831057,Moto (Conductor),Recreacion
Bello,Bello-Comuna 10,18:30:00,6.323596797,-75.6124432,Bello,Bello-Comuna 10,18:35:00,6.349015514,-75.56663921,Moto (Conductor),Casa
Bello,Bello-Comuna 10,09:30:00,6.325348082,-75.54252587,Medellin,Castilla,10:00:00,6.289188908,-75.57049505,Moto (Conductor),Trabajo
Medellin,Castilla,17:00:00,6.296108273,-75.5602483,Bello,Bello-Comuna 10,17:30:00,6.338711368,-75.53413631,Moto (Conductor),Casa
Bello,Bello-Comuna 10,09:00:00,6.356644109,-75.55446563,Medellin,Guayabal,09:40:00,6.195729576,-75.59231959,Moto (Conductor),Trabajo
Medellin,Guayabal,18:00:00,6.19457454,-75.58920535,Bello,Bello-Comuna 10,19:30:00,6.369228803,-75.63900351,Moto (Conductor),Casa
Bello,Bello-Comuna 03,05:10:00,6.341876679,-75.64146968,Medellin,El Poblado,06:10:00,6.187815064,-75.56764979,Moto (Conductor),Trabajo
Medellin,El Poblado,15:00:00,6.183540785,-75.56870593,Bello,Bello-Comuna 03,15:50:00,6.404952448,-75.56817903,Moto (Conductor),Casa
Bello,Bello-Comuna 03,16:00:00,6.360121651,-75.54610545,Medellin,Belen,16:50:00,6.234677958,-75.6081511,Moto (Conductor),Diligencia
Medellin,Belen,18:00:00,6.205939371,-75.60329276,Bello,Bello-Comuna 03,18:40:00,6.376693306,-75.64772354,Moto (Conductor),Casa
Bello,Bello-Comuna 03,06:00:00,6.329513017,-75.56676745,Medellin,Guayabal,06:50:00,6.212750027,-75.58261536,Moto (Conductor),Trabajo
Medellin,Guayabal,12:00:00,6.195971853,-75.59512275,Bello,Bello-Comuna 03,12:45:00,6.384896357,-75.60184872,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.372663226,-75.58582076,Medellin,La Candelaria,06:20:00,6.256071907,-75.56921882,Moto (Conductor),Estudio
Medellin,La Candelaria,11:45:00,6.250555813,-75.56880805,Bello,Bello-Comuna 10,12:10:00,6.364421016,-75.60566506,Moto (Conductor),Casa
Bello,Bello-Comuna 11,10:00:00,6.361874382,-75.558015,Medellin,Laureles-Estadio,10:30:00,6.256797832,-75.57999353,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,18:00:00,6.245599574,-75.58705217,Bello,Bello-Comuna 11,18:30:00,6.400304966,-75.60353226,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.407116272,-75.56765482,Medellin,El Poblado,07:00:00,6.204649924,-75.55615429,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.183170871,-75.57336709,Bello,Bello-Comuna 10,18:00:00,6.330456992,-75.64191007,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.317032618,-75.60132312,Envigado,Zona 04,07:00:00,6.141107606,-75.54930188,Moto (Acompa?±ante),Trabajo
Envigado,Zona 04,17:30:00,6.136888528,-75.56872321,Bello,Bello-Comuna 10,18:30:00,6.339974655,-75.5463629,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 10,04:20:00,6.383624868,-75.63468327,Medellin,El Poblado,05:10:00,6.201090217,-75.57577691,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.208012879,-75.55675792,Bello,Bello-Comuna 10,17:10:00,6.408610343,-75.60571952,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:15:00,6.375075818,-75.65201491,Medellin,La America,05:30:00,6.246381543,-75.61129114,Moto (Conductor),Trabajo
Medellin,La America,17:00:00,6.247683669,-75.60658674,Bello,Bello-Comuna 10,17:40:00,6.374047886,-75.57836142,Moto (Conductor),Casa
Bello,Bello-Comuna 11,06:00:00,6.354941221,-75.60089418,Bello,Bello-Comuna 08,06:20:00,6.334851983,-75.56640224,Moto (Acompa?±ante),Trabajo
Bello,Bello-Comuna 08,20:00:00,6.313045337,-75.57170791,Bello,Bello-Comuna 11,20:20:00,6.319058934,-75.61384152,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 01,05:00:00,6.355200646,-75.6541025,Medellin,Belen,06:00:00,6.212683038,-75.60378849,Moto (Conductor),Trabajo
Medellin,Belen,17:30:00,6.225897681,-75.60244937,Bello,Bello-Comuna 01,18:30:00,6.314175774,-75.56669892,Moto (Conductor),Casa
Bello,Bello-Comuna 02,05:20:00,6.350114167,-75.59397475,Medellin,Laureles-Estadio,06:30:00,6.259896301,-75.58446806,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,18:00:00,6.252626145,-75.5848566,Bello,Bello-Comuna 02,18:45:00,6.364637431,-75.64663942,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:40:00,6.359163536,-75.5364385,Bello,Bello-Comuna 11,06:00:00,6.367706965,-75.64035441,Moto (Conductor),Trabajo
Bello,Bello-Comuna 11,14:00:00,6.368794254,-75.64661653,Bello,Bello-Comuna 10,14:20:00,6.372090694,-75.63719607,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.309942882,-75.53254294,Sabaneta,Urbana Sabaneta,06:50:00,6.134321972,-75.61571225,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,18:00:00,6.136012003,-75.63167682,Bello,Bello-Comuna 10,18:50:00,6.35353465,-75.6226933,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:25:00,6.375981142,-75.59086323,Medellin,La Candelaria,06:00:00,6.243432662,-75.57300129,Moto (Conductor),Trabajo
Medellin,La Candelaria,14:00:00,6.257590331,-75.5730061,Bello,Bello-Comuna 10,14:30:00,6.321459496,-75.58159713,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:25:00,6.375586567,-75.53947704,Medellin,La Candelaria,05:50:00,6.262990151,-75.55920625,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,14:00:00,6.244307168,-75.56896034,Bello,Bello-Comuna 10,14:50:00,6.368355911,-75.64866912,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 10,05:00:00,6.332366642,-75.61855929,Envigado,Zona 09,05:45:00,6.122348776,-75.5544301,Moto (Conductor),Trabajo
Envigado,Zona 09,18:00:00,6.181897417,-75.58969786,Medellin,Belen,18:45:00,6.229943278,-75.59303446,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:00:00,6.382458361,-75.56243659,Medellin,El Poblado,08:15:00,6.200277157,-75.57237593,Moto (Conductor),Trabajo
Medellin,El Poblado,12:00:00,6.1821799,-75.57411235,Medellin,La America,12:45:00,6.257625711,-75.60552298,Moto (Conductor),Trabajo
Medellin,La America,13:30:00,6.246604623,-75.60522501,Medellin,Laureles-Estadio,13:40:00,6.256116732,-75.59496885,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,15:00:00,6.244283715,-75.58675327,Medellin,La Candelaria,15:30:00,6.240873317,-75.56583128,Moto (Conductor),Trabajo
Medellin,La Candelaria,16:45:00,6.243694553,-75.57751475,Bello,Bello-Comuna 10,17:40:00,6.341032593,-75.54189695,Moto (Conductor),Casa
Bello,Bello-Comuna 10,11:30:00,6.348591796,-75.63679719,Bello,Bello-Comuna 10,11:35:00,6.315726359,-75.53176713,Moto (Conductor),Alguien
Bello,Bello-Comuna 10,11:40:00,6.327690307,-75.54842453,Bello,Bello-Comuna 10,12:00:00,6.350830224,-75.6539236,Moto (Conductor),Casa
Bello,Bello-Comuna 10,17:00:00,6.314449543,-75.56749791,Bello,Bello-Comuna 10,17:10:00,6.376948528,-75.59005689,Moto (Conductor),Alguien
Bello,Bello-Comuna 10,17:15:00,6.354392827,-75.56741829,Bello,Bello-Comuna 10,17:25:00,6.347583148,-75.56443588,Moto (Conductor),Casa
Bello,Bello-Comuna 10,11:30:00,6.394851528,-75.57969501,Bello,Bello-Comuna 10,11:35:00,6.3527365,-75.62499662,Moto (Acompa?±ante),Estudio
Bello,Bello-Comuna 10,17:15:00,6.376047831,-75.62245869,Bello,Bello-Comuna 10,17:25:00,6.412569585,-75.57777552,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 03,07:00:00,6.407034081,-75.59977932,Medellin,Laureles-Estadio,07:50:00,6.259273421,-75.58432497,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,11:00:00,6.257496749,-75.59770573,Bello,Bello-Comuna 03,11:30:00,6.301528513,-75.5359978,Moto (Conductor),Casa
Bello,Bello-Comuna 03,18:30:00,6.41259246,-75.57176909,Bello,Bello-Comuna 04,18:38:00,6.327473045,-75.55219938,Moto (Conductor),Diligencia
Bello,Bello-Comuna 04,19:20:00,6.37176216,-75.56062278,Bello,Bello-Comuna 03,19:28:00,6.365598346,-75.55703062,Moto (Conductor),Casa
Bello,Bello-Comuna 03,06:20:00,6.344828129,-75.53956465,Caldas,Urbana Caldas,06:55:00,6.018268105,-75.60762911,Moto (Conductor),Trabajo
Bello,Bello-Comuna 10,12:30:00,6.321005915,-75.55182614,Envigado,Zona 02,13:30:00,6.136838126,-75.58906738,Moto (Conductor),Diligencia
Envigado,Zona 02,15:00:00,6.177463214,-75.50038257,Bello,Bello-Comuna 10,16:00:00,6.325875477,-75.62241433,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:00:00,6.356768048,-75.58300763,Medellin,Guayabal,08:00:00,6.214005472,-75.58155166,Moto (Conductor),Trabajo
Medellin,Guayabal,17:30:00,6.207569902,-75.59067113,Bello,Bello-Comuna 10,18:30:00,6.345164743,-75.56782067,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:30:00,6.379674478,-75.55217172,Medellin,La Candelaria,06:45:00,6.231389517,-75.57312633,Moto (Conductor),Trabajo
Medellin,La Candelaria,17:30:00,6.253077752,-75.56808574,Bello,Bello-Comuna 10,17:50:00,6.348514092,-75.6356568,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:00:00,6.38856603,-75.61614807,Sabaneta,Urbana Sabaneta,06:50:00,6.145776736,-75.62365883,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,16:30:00,6.130673507,-75.60886948,Bello,Bello-Comuna 10,17:30:00,6.372029432,-75.65723961,Moto (Conductor),Casa
Bello,Bello-Comuna 01,07:00:00,6.342060248,-75.52181635,Medellin,La Candelaria,07:30:00,6.246808365,-75.56677478,Moto (Conductor),Trabajo
Medellin,La Candelaria,10:00:00,6.249944195,-75.56805431,Medellin,La Candelaria,10:30:00,6.262062427,-75.56427943,Moto (Conductor),Trabajo
Medellin,La Candelaria,14:30:00,6.237169881,-75.57400326,Bello,Bello-Comuna 01,15:00:00,6.420657034,-75.5831952,Moto (Conductor),Casa
Bello,Bello-Comuna 01,13:10:00,6.360287179,-75.65641994,Medellin,El Poblado,14:00:00,6.227013235,-75.5761186,Moto (Conductor),Trabajo
Medellin,El Poblado,22:00:00,6.185200253,-75.55999895,Bello,Bello-Comuna 01,22:50:00,6.329053708,-75.55699903,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:00:00,6.385199671,-75.63137962,Itagui,Itagui-Comuna 04,06:15:00,6.171540813,-75.62540861,Moto (Acompa?±ante),Trabajo
Itagui,Itagui-Comuna 04,15:00:00,6.169075555,-75.61443251,Bello,Bello-Comuna 01,16:30:00,6.377062549,-75.55287528,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 11,07:00:00,6.334330086,-75.64184252,Medellin,El Poblado,07:50:00,6.200991156,-75.55398227,Moto (Conductor),Trabajo
Medellin,El Poblado,16:30:00,6.183390215,-75.57462393,Bello,Bello-Comuna 11,17:00:00,6.342726043,-75.54332553,Moto (Conductor),Casa
Bello,Bello-Comuna 11,09:00:00,6.324173538,-75.58622308,Medellin,Aranjuez,09:30:00,6.264858858,-75.5680726,Moto (Conductor),Trabajo
Medellin,Aranjuez,18:00:00,6.278529253,-75.56471893,Bello,Bello-Comuna 11,18:30:00,6.323193117,-75.53630929,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:15:00,6.326294467,-75.55435011,Itagui,Itagui-Comuna 01,05:45:00,6.188288091,-75.59836604,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,18:00:00,6.187775887,-75.59095247,Bello,Bello-Comuna 01,18:45:00,6.337687264,-75.6166451,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:20:00,6.340448787,-75.55289131,Medellin,La Candelaria,08:00:00,6.24104157,-75.56877592,Moto (Conductor),Trabajo
Medellin,La Candelaria,12:00:00,6.247835177,-75.56818025,Bello,Bello-Comuna 10,12:40:00,6.396947836,-75.59743485,Moto (Conductor),Casa
Bello,Bello-Comuna 11,08:00:00,6.339714251,-75.62235913,Bello,Bello-Comuna 08,08:15:00,6.416129111,-75.59338333,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,15:00:00,6.33017475,-75.61668835,Bello,Bello-Comuna 11,15:15:00,6.378236701,-75.54140879,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:30:00,6.380259378,-75.61629993,La Estrella,Urbana La Estrella,06:30:00,6.113884093,-75.65014532,Moto (Conductor),Trabajo
La Estrella,Urbana La Estrella,15:30:00,6.115561738,-75.609064,Bello,Bello-Comuna 10,16:30:00,6.377600848,-75.56400635,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:40:00,6.374026414,-75.53698195,Medellin,Castilla,06:50:00,6.268340454,-75.57412438,Moto (Conductor),Trabajo
Medellin,Castilla,16:40:00,6.306537789,-75.56300061,Bello,Bello-Comuna 10,17:00:00,6.367674548,-75.65668112,Moto (Conductor),Casa
Bello,Bello-Comuna 10,06:40:00,6.368962852,-75.59647156,Medellin,Castilla,06:50:00,6.298863395,-75.57204651,Moto (Acompa?±ante),Trabajo
Medellin,Castilla,16:40:00,6.292992203,-75.56567545,Bello,Bello-Comuna 10,17:00:00,6.341936957,-75.55630783,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 11,05:00:00,6.356238082,-75.56719926,Medellin,Corregimiento Altavista,06:00:00,6.255936745,-75.65707421,Moto (Conductor),Trabajo
Medellin,Corregimiento Altavista,17:00:00,6.201953194,-75.63211956,Bello,Bello-Comuna 11,17:50:00,6.357533565,-75.5164231,Moto (Conductor),Casa
Bello,Bello-Comuna 10,16:40:00,6.330262455,-75.57701873,Medellin,La Candelaria,17:00:00,6.247273127,-75.5651191,Moto (Conductor),Recreacion
Medellin,La Candelaria,17:10:00,6.243305574,-75.56234646,Bello,Bello-Comuna 10,17:50:00,6.348925864,-75.57956,Moto (Conductor),Casa
Bello,Bello-Comuna 02,05:30:00,6.333599907,-75.61149611,Medellin,Castilla,06:00:00,6.294209445,-75.57229226,Moto (Conductor),Estudio
Medellin,Castilla,12:30:00,6.276107834,-75.5770603,Bello,Bello-Comuna 02,13:00:00,6.358736737,-75.58894321,Moto (Conductor),Casa
Bello,Bello-Comuna 03,05:00:00,6.353691697,-75.51842034,Medellin,El Poblado,05:45:00,6.204750458,-75.55905038,Moto (Conductor),Trabajo
Medellin,El Poblado,15:40:00,6.208691621,-75.55376487,Bello,Bello-Comuna 03,16:40:00,6.394766824,-75.6009492,Moto (Conductor),Casa
Bello,Bello-Comuna 11,06:20:00,6.340394832,-75.64660402,Copacabana,Rural Copacabana,06:40:00,6.315802928,-75.5072476,Moto (Conductor),Trabajo
Copacabana,Rural Copacabana,17:00:00,6.361780253,-75.49011324,Bello,Bello-Comuna 11,17:30:00,6.364725405,-75.60405197,Moto (Conductor),Casa
Bello,Bello-Comuna 01,06:30:00,6.330060835,-75.55582324,Medellin,La Candelaria,07:00:00,6.239269979,-75.56947245,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,17:00:00,6.242224769,-75.57812427,Bello,Bello-Comuna 01,17:40:00,6.406829472,-75.60083296,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 11,05:30:00,6.383090847,-75.58738445,Medellin,Guayabal,06:00:00,6.214960558,-75.58734853,Moto (Conductor),Trabajo
Medellin,Guayabal,15:30:00,6.213703889,-75.58406273,Bello,Bello-Comuna 11,16:00:00,6.333094883,-75.55850366,Moto (Conductor),Casa
Bello,Bello-Comuna 11,17:30:00,6.36932858,-75.66266167,Medellin,Robledo,18:00:00,6.272630566,-75.58739275,Moto (Conductor),Estudio
Medellin,Robledo,22:00:00,6.264587708,-75.58375643,Bello,Bello-Comuna 11,22:30:00,6.33614283,-75.58684246,Moto (Conductor),Casa
Bello,Bello-Comuna 10,07:00:00,6.369074843,-75.62365273,Medellin,Castilla,07:30:00,6.304216546,-75.55735862,Moto (Conductor),Trabajo
Medellin,Castilla,14:30:00,6.308462715,-75.56686097,Bello,Bello-Comuna 10,15:00:00,6.364482133,-75.54286634,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:30:00,6.314484452,-75.60889744,Medellin,El Poblado,06:30:00,6.192261678,-75.56135241,Moto (Conductor),Trabajo
Medellin,El Poblado,15:15:00,6.193589694,-75.57405917,Bello,Bello-Comuna 01,15:45:00,6.340776139,-75.5339065,Moto (Conductor),Casa
Bello,Bello-Comuna 10,05:40:00,6.39719445,-75.57734879,Medellin,Doce de Octubre,06:00:00,6.297787142,-75.58596357,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,18:00:00,6.2985851,-75.57706382,Bello,Bello-Comuna 10,18:20:00,6.376367891,-75.63398044,Moto (Conductor),Casa
