ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Medellin,Belen,14:18:00,6.227649975,-75.60131854,Medellin,Belen,14:25:00,6.207005164,-75.60025246,Moto (Conductor),Recreacion
Medellin,Belen,20:00:00,6.23241474,-75.60934239,Medellin,Laureles-Estadio,20:20:00,6.267290212,-75.59080399,Moto (Conductor),Casa
Medellin,La America,08:30:00,6.261502669,-75.60015892,Medellin,Laureles-Estadio,09:00:00,6.259755733,-75.59273241,Moto (Acompa?±ante),Diligencia
Medellin,Laureles-Estadio,10:00:00,6.263532775,-75.59359504,Medellin,La America,10:30:00,6.247121417,-75.61032388,Moto (Acompa?±ante),Casa
Medellin,La America,10:30:00,6.267862764,-75.59783309,Medellin,La Candelaria,11:00:00,6.24501731,-75.56001157,Moto (Conductor),Trabajo
Medellin,La Candelaria,22:30:00,6.239859648,-75.57416371,Medellin,La America,23:00:00,6.257902746,-75.61100731,Moto (Conductor),Casa
Medellin,San Javier,09:00:00,6.262387944,-75.6168028,Medellin,La Candelaria,10:00:00,6.24552516,-75.57860879,Moto (Acompa?±ante),Compras
Medellin,La Candelaria,10:02:00,6.24912945,-75.55732347,Medellin,San Javier,11:00:00,6.262136487,-75.62440107,Moto (Acompa?±ante),Casa
Caldas,Urbana Caldas,08:00:00,6.009238495,-75.63663829,Medellin,La Candelaria,09:00:00,6.246716575,-75.56793438,Moto (Conductor),Trabajo
Medellin,La Candelaria,19:00:00,6.253286655,-75.56413935,Caldas,Urbana Caldas,20:00:00,6.042488417,-75.66502294,Moto (Conductor),Casa
Medellin,La America,06:30:00,6.24661867,-75.61416129,Medellin,El Poblado,07:00:00,6.184847628,-75.5702754,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.224000195,-75.5762932,Medellin,La America,17:30:00,6.26877704,-75.60220784,Moto (Conductor),Casa
Medellin,La America,06:30:00,6.255334941,-75.61265428,Medellin,La Candelaria,07:00:00,6.251153007,-75.56138311,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,13:00:00,6.24784434,-75.56217968,Medellin,La America,13:30:00,6.267108412,-75.60184762,Moto (Acompa?±ante),Casa
Medellin,San Javier,06:00:00,6.24633027,-75.61797138,Medellin,Robledo,06:20:00,6.259420355,-75.57572602,Moto (Conductor),Trabajo
Medellin,Robledo,17:30:00,6.294683545,-75.5920048,Medellin,San Javier,18:00:00,6.246495333,-75.63525726,Moto (Conductor),Casa
Medellin,La America,07:30:00,6.24447612,-75.60945498,Medellin,Laureles-Estadio,08:00:00,6.268218184,-75.59201759,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,16:00:00,6.252061389,-75.59146022,Medellin,La America,16:30:00,6.24963305,-75.60688681,Moto (Conductor),Casa
Medellin,La America,10:00:00,6.246845271,-75.61142856,Medellin,La Candelaria,10:30:00,6.248964827,-75.56891317,Moto (Conductor),Trabajo
Medellin,La Candelaria,14:30:00,6.262498965,-75.56957271,Medellin,La America,15:30:00,6.244847594,-75.60581419,Moto (Conductor),Casa
Medellin,San Javier,06:00:00,6.253588533,-75.62622502,Medellin,Robledo,06:10:00,6.263927832,-75.57879808,Moto (Conductor),Diligencia
Medellin,Robledo,06:15:00,6.262443794,-75.57469248,Medellin,San Javier,06:25:00,6.267063647,-75.60551634,Moto (Conductor),Casa
Medellin,San Javier,11:00:00,6.246910005,-75.63208186,Medellin,La Candelaria,11:20:00,6.257856992,-75.5696843,Moto (Conductor),Compras
Medellin,La Candelaria,12:00:00,6.233230846,-75.57287373,Medellin,San Javier,12:20:00,6.255131617,-75.62659629,Moto (Conductor),Casa
Envigado,Zona 03,06:30:00,6.10956859,-75.57855321,Caldas,Rural Caldas,07:00:00,6.096906329,-75.57874259,Moto (Acompa?±ante),Trabajo
Envigado,Zona 05,08:00:00,6.155729587,-75.58703142,Medellin,El Poblado,08:45:00,6.199025131,-75.56589856,Moto (Acompa?±ante),Estudio
Medellin,El Poblado,18:00:00,6.195588048,-75.55538648,Envigado,Zona 05,19:00:00,6.16185001,-75.50641802,Moto (Acompa?±ante),Casa
Medellin,Aranjuez,12:20:00,6.283362668,-75.55921813,Medellin,La Candelaria,12:30:00,6.250009674,-75.57071118,Moto (Acompa?±ante),Diligencia
Copacabana,Rural Copacabana,16:30:00,6.302217543,-75.50570239,Medellin,Aranjuez,17:30:00,6.274550912,-75.56764225,Moto (Conductor),Casa
Medellin,Robledo,11:00:00,6.280436604,-75.6102424,La Estrella,Rural La Estrella,12:10:00,6.137289091,-75.63913146,Moto (Conductor),Recreacion
La Estrella,Rural La Estrella,16:00:00,6.131623011,-75.63573109,Medellin,Robledo,17:20:00,6.278023695,-75.61893794,Moto (Conductor),Casa
Medellin,Manrique,13:00:00,6.274118177,-75.54282202,Medellin,Buenos Aires,13:25:00,6.238487698,-75.55673293,Moto (Conductor),Trabajo
Medellin,Buenos Aires,23:00:00,6.23923447,-75.56128184,Medellin,Manrique,23:20:00,6.271809981,-75.54868891,Moto (Conductor),Casa
Medellin,Manrique,12:15:00,6.282767324,-75.54549479,Medellin,Manrique,12:30:00,6.27644338,-75.55106113,Moto (Acompa?±ante),Estudio
Medellin,Belen,17:00:00,6.219093272,-75.60188413,Medellin,San Javier,18:00:00,6.271093879,-75.60706489,Moto (Acompa?±ante),Casa
Medellin,San Javier,14:00:00,6.254400031,-75.61834319,Medellin,El Poblado,14:30:00,6.204722391,-75.5715092,Moto (Conductor),Trabajo
Medellin,El Poblado,18:30:00,6.193702951,-75.57889217,Medellin,San Javier,19:00:00,6.267288326,-75.61484086,Moto (Conductor),Casa
Medellin,San Javier,17:00:00,6.256988356,-75.61953046,Medellin,La America,17:10:00,6.24177666,-75.61447527,Moto (Conductor),Alguien
Medellin,La America,17:15:00,6.251161775,-75.60020843,Medellin,San Javier,17:20:00,6.256801892,-75.62126445,Moto (Conductor),Casa
Medellin,San Javier,18:00:00,6.254600908,-75.61746564,Medellin,La America,18:05:00,6.256601416,-75.59942526,Moto (Conductor),Alguien
Medellin,La America,18:10:00,6.264946644,-75.60194589,Medellin,San Javier,18:15:00,6.263920423,-75.6150716,Moto (Conductor),Casa
Medellin,San Javier,14:00:00,6.246288123,-75.61991092,Medellin,Laureles-Estadio,14:10:00,6.25065607,-75.58319885,Moto (Acompa?±ante),Recreacion
Medellin,Laureles-Estadio,17:00:00,6.239250248,-75.59366589,Medellin,San Javier,17:10:00,6.275805314,-75.60511569,Moto (Acompa?±ante),Casa
Medellin,San Javier,05:00:00,6.25258978,-75.63009691,Medellin,Villa Hermosa,05:30:00,6.237107851,-75.5243407,Moto (Conductor),Alguien
Medellin,Villa Hermosa,06:00:00,6.236530404,-75.52954074,Medellin,San Javier,06:30:00,6.251193165,-75.6159029,Moto (Conductor),Alguien
Medellin,San Javier,14:30:00,6.264688108,-75.60582708,Envigado,Zona 01,15:30:00,6.148139487,-75.53945484,Moto (Acompa?±ante),Trabajo
Medellin,La America,17:50:00,6.252125095,-75.61374619,Medellin,San Javier,18:00:00,6.270080247,-75.60358126,Moto (Acompa?±ante),Casa
Medellin,San Javier,07:00:00,6.264048445,-75.61429133,Medellin,Doce de Octubre,07:30:00,6.304444119,-75.57991881,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,09:00:00,6.29389864,-75.58530593,Medellin,San Javier,09:30:00,6.248013435,-75.62336595,Moto (Conductor),Casa
Medellin,San Javier,10:00:00,6.243107492,-75.61934612,Medellin,La Candelaria,10:30:00,6.242958409,-75.56991252,Moto (Conductor),Trabajo
Medellin,La Candelaria,12:30:00,6.253013589,-75.57581617,Medellin,La Candelaria,12:45:00,6.247403692,-75.57674008,Moto (Conductor),Trabajo
Medellin,La Candelaria,15:30:00,6.262473585,-75.56445915,Medellin,San Javier,16:00:00,6.266813026,-75.60522593,Moto (Conductor),Casa
Medellin,San Javier,17:00:00,6.248795029,-75.63714069,Medellin,Castilla,17:20:00,6.310179709,-75.56399125,Moto (Conductor),Estudio
Medellin,Castilla,19:30:00,6.28403915,-75.57262012,Medellin,San Javier,20:00:00,6.274083868,-75.60336466,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:00:00,6.246263821,-75.54784915,Bello,Bello-Comuna 08,08:00:00,6.371630481,-75.59697873,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,10:00:00,6.371367245,-75.62928363,Medellin,Villa Hermosa,11:00:00,6.23843247,-75.53230998,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:30:00,6.253252556,-75.53786649,Medellin,La Candelaria,08:00:00,6.253456197,-75.56338409,Moto (Conductor),Trabajo
Medellin,La Candelaria,16:00:00,6.249064801,-75.574449,Medellin,Villa Hermosa,16:30:00,6.25920648,-75.55327579,Moto (Conductor),Casa
Medellin,San Javier,05:30:00,6.273467444,-75.59918847,Medellin,Laureles-Estadio,05:50:00,6.265586058,-75.59462453,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,14:05:00,6.247185688,-75.58564339,Medellin,San Javier,15:00:00,6.252663894,-75.62403522,Moto (Conductor),Casa
Medellin,San Javier,16:50:00,6.273694287,-75.60300024,Medellin,Laureles-Estadio,17:00:00,6.239055135,-75.60872418,Moto (Conductor),Alguien
Medellin,Laureles-Estadio,19:10:00,6.262099576,-75.58606223,Medellin,San Javier,19:30:00,6.260105532,-75.60678208,Moto (Conductor),Casa
Medellin,San Javier,06:10:00,6.255107668,-75.62189764,Medellin,La America,06:25:00,6.253761926,-75.61295919,Moto (Acompa?±ante),Estudio
Medellin,La America,12:15:00,6.24720195,-75.6151262,Medellin,San Javier,12:40:00,6.249691442,-75.62378312,Moto (Acompa?±ante),Casa
Medellin,San Javier,16:50:00,6.250076797,-75.62153684,Medellin,Laureles-Estadio,17:00:00,6.245243839,-75.58369443,Moto (Acompa?±ante),Recreacion
Medellin,Laureles-Estadio,19:10:00,6.259757731,-75.58219478,Medellin,San Javier,19:30:00,6.247628936,-75.63286805,Moto (Acompa?±ante),Casa
Envigado,Zona 05,06:10:00,6.193545475,-75.51525995,Medellin,Buenos Aires,06:40:00,6.234902552,-75.54777263,Moto (Conductor),Alguien
Medellin,Buenos Aires,06:41:00,6.237814472,-75.54901694,Medellin,San Javier,06:55:00,6.261186491,-75.62719128,Moto (Conductor),Trabajo
Medellin,San Javier,12:50:00,6.267304927,-75.61352649,Envigado,Zona 05,13:30:00,6.159883775,-75.5602475,Moto (Conductor),Casa
Envigado,Zona 05,16:30:00,6.151880883,-75.56843035,Medellin,Buenos Aires,17:00:00,6.224436245,-75.55731689,Moto (Conductor),Alguien
Medellin,Buenos Aires,17:05:00,6.216822085,-75.56349877,Envigado,Zona 05,17:50:00,6.167053378,-75.53711589,Moto (Conductor),Casa
Envigado,Zona 05,06:10:00,6.147112402,-75.55201711,Medellin,Buenos Aires,06:40:00,6.232907146,-75.54806871,Moto (Acompa?±ante),Trabajo
Medellin,Buenos Aires,17:05:00,6.218750321,-75.55351356,Envigado,Zona 05,17:55:00,6.185285933,-75.49554338,Moto (Acompa?±ante),Casa
Medellin,Manrique,05:50:00,6.274059359,-75.53746864,Medellin,Manrique,06:00:00,6.280861578,-75.54398901,Moto (Conductor),Trabajo
Medellin,Manrique,14:00:00,6.273315181,-75.53888636,Medellin,Manrique,14:10:00,6.26723934,-75.53689354,Moto (Conductor),Casa
Medellin,San Javier,15:50:00,6.250785245,-75.61686407,Medellin,Robledo,16:15:00,6.2812496,-75.60516583,Moto (Conductor),Estudio
Medellin,Villa Hermosa,06:00:00,6.23682258,-75.52400287,Bello,Bello-Comuna 04,06:55:00,6.358537675,-75.60028301,Moto (Conductor),Trabajo
Bello,Bello-Comuna 04,16:00:00,6.364078103,-75.52028116,Medellin,Villa Hermosa,17:00:00,6.233444474,-75.53574195,Moto (Conductor),Casa
Medellin,San Javier,05:30:00,6.257968551,-75.62802367,Medellin,Robledo,06:15:00,6.277282328,-75.59901242,Moto (Conductor),Trabajo
Medellin,Robledo,16:00:00,6.267050417,-75.58378102,Medellin,San Javier,17:00:00,6.256185466,-75.61362766,Moto (Conductor),Casa
Medellin,San Javier,06:30:00,6.266294032,-75.61723141,Medellin,La Candelaria,07:00:00,6.246530634,-75.55672179,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,18:30:00,6.249557097,-75.57129471,Medellin,San Javier,19:00:00,6.256796546,-75.61237858,Moto (Acompa?±ante),Casa
Medellin,Villa Hermosa,07:30:00,6.254462057,-75.55283423,Medellin,Laureles-Estadio,08:00:00,6.243398669,-75.58531092,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,16:00:00,6.250183895,-75.59544297,Medellin,La Candelaria,16:30:00,6.238222546,-75.57070445,Moto (Conductor),Estudio
Medellin,La Candelaria,20:00:00,6.245117334,-75.57036606,Medellin,Villa Hermosa,20:15:00,6.247423327,-75.54855352,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:10:00,6.239415015,-75.53781219,Medellin,Guayabal,06:55:00,6.212464159,-75.58897337,Moto (Conductor),Trabajo
Medellin,Guayabal,17:00:00,6.207605028,-75.59110429,Medellin,Villa Hermosa,17:50:00,6.23245744,-75.53894963,Moto (Conductor),Casa
Medellin,El Poblado,17:00:00,6.198718092,-75.56295712,Medellin,Villa Hermosa,17:30:00,6.232961264,-75.53682502,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:30:00,6.257253096,-75.55550726,Medellin,El Poblado,08:00:00,6.180859545,-75.56737881,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.221042146,-75.57556498,Medellin,Villa Hermosa,17:30:00,6.250719211,-75.54610122,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:00:00,6.245524131,-75.54202393,Medellin,Villa Hermosa,06:30:00,6.261519899,-75.54687461,Moto (Acompa?±ante),Trabajo
Medellin,Villa Hermosa,05:00:00,6.234651026,-75.52828647,Medellin,Laureles-Estadio,05:20:00,6.238212393,-75.60726206,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,17:30:00,6.243003321,-75.60572405,Medellin,Villa Hermosa,18:00:00,6.243768807,-75.54546508,Moto (Conductor),Casa
Medellin,Villa Hermosa,05:00:00,6.238623668,-75.53339693,Envigado,Zona 06,05:10:00,6.162377099,-75.59809977,Moto (Conductor),Trabajo
Envigado,Zona 06,17:30:00,6.152456812,-75.56637446,Medellin,Villa Hermosa,18:00:00,6.237376819,-75.53322994,Moto (Conductor),Casa
Medellin,Villa Hermosa,08:00:00,6.234039495,-75.52458233,Itagui,Itagui-Comuna 01,08:30:00,6.181313023,-75.62028759,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,18:15:00,6.181900565,-75.59875034,Medellin,Villa Hermosa,19:00:00,6.238165549,-75.54063472,Moto (Conductor),Casa
Medellin,Villa Hermosa,05:00:00,6.256391251,-75.54295208,Medellin,Guayabal,05:35:00,6.205742079,-75.58801222,Moto (Conductor),Trabajo
Medellin,Guayabal,17:30:00,6.200510992,-75.593528,Medellin,Villa Hermosa,18:00:00,6.232263907,-75.52730937,Moto (Conductor),Casa
Medellin,La America,07:00:00,6.246943788,-75.60488673,Medellin,La Candelaria,07:30:00,6.241900509,-75.56647259,Moto (Conductor),Trabajo
Medellin,La Candelaria,18:00:00,6.260017416,-75.56771794,Medellin,La America,18:50:00,6.262748829,-75.59822761,Moto (Conductor),Casa
Envigado,Zona 05,07:00:00,6.182795646,-75.50458731,Envigado,Zona 06,07:15:00,6.159156716,-75.58557122,Moto (Conductor),Estudio
Envigado,Zona 06,13:00:00,6.162966651,-75.56115126,Envigado,Zona 05,13:15:00,6.141243455,-75.52537672,Moto (Conductor),Casa
Medellin,San Javier,06:30:00,6.262712719,-75.62664039,Medellin,El Poblado,07:00:00,6.189000052,-75.56612998,Moto (Conductor),Trabajo
Medellin,El Poblado,16:00:00,6.198824871,-75.56398624,Medellin,San Javier,16:40:00,6.272048003,-75.599696,Moto (Conductor),Casa
Medellin,Robledo,06:15:00,6.272247277,-75.58749335,Medellin,Guayabal,06:50:00,6.223736475,-75.58536353,Moto (Conductor),Trabajo
Medellin,Guayabal,16:45:00,6.228700061,-75.57795229,Medellin,Robledo,17:30:00,6.277037993,-75.59517182,Moto (Conductor),Casa
Medellin,Robledo,21:30:00,6.272860986,-75.61908428,Medellin,Castilla,21:50:00,6.292034103,-75.57345492,Moto (Conductor),Diligencia
Medellin,Castilla,23:50:00,6.296092671,-75.56586286,Medellin,Robledo,23:59:00,6.262615318,-75.58091888,Moto (Conductor),Casa
Medellin,Robledo,06:00:00,6.272520722,-75.62155514,Medellin,Castilla,06:15:00,6.270176727,-75.57531094,Moto (Conductor),Trabajo
Medellin,Castilla,17:15:00,6.309346903,-75.56088892,Medellin,Robledo,17:30:00,6.278340585,-75.60612411,Moto (Conductor),Casa
Envigado,Zona 05,07:00:00,6.185293701,-75.50738068,La Estrella,Urbana La Estrella,08:00:00,6.120655465,-75.64673532,Moto (Conductor),Trabajo
La Estrella,Urbana La Estrella,17:00:00,6.142171029,-75.6552714,Envigado,Zona 05,18:00:00,6.168549736,-75.56363132,Moto (Conductor),Casa
Envigado,Zona 05,12:25:00,6.144258044,-75.56154428,Envigado,Zona 09,12:37:00,6.165644032,-75.52578651,Moto (Conductor),Trabajo
Envigado,Zona 09,17:30:00,6.166878156,-75.49793824,Envigado,Zona 05,17:50:00,6.111131827,-75.57029199,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:00:00,6.237466661,-75.54299578,Medellin,El Poblado,07:20:00,6.184738372,-75.57296073,Moto (Acompa?±ante),Trabajo
Medellin,Villa Hermosa,07:30:00,6.251165289,-75.53900121,Medellin,La Candelaria,07:45:00,6.242891829,-75.55950415,Moto (Conductor),Trabajo
Medellin,La Candelaria,15:45:00,6.242672612,-75.57199197,Medellin,Villa Hermosa,16:00:00,6.240815093,-75.54088401,Moto (Conductor),Casa
Medellin,La Candelaria,07:30:00,6.258211182,-75.57394292,Medellin,Laureles-Estadio,08:00:00,6.255218139,-75.57741582,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,18:00:00,6.245429281,-75.60025004,Medellin,La Candelaria,18:30:00,6.231627579,-75.56786403,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:15:00,6.247246821,-75.53829867,Bello,Bello-Comuna 02,07:00:00,6.351099508,-75.54829824,Moto (Conductor),Trabajo
Bello,Bello-Comuna 02,07:45:00,6.352916101,-75.57447467,Medellin,Villa Hermosa,08:35:00,6.237814196,-75.52740755,Moto (Conductor),Casa
Medellin,El Poblado,05:00:00,6.18837607,-75.55881373,Medellin,Villa Hermosa,05:25:00,6.238170818,-75.52690647,Moto (Conductor),Trabajo
Medellin,Villa Hermosa,16:30:00,6.253691263,-75.55471224,Medellin,El Poblado,16:50:00,6.221955821,-75.57299268,Moto (Conductor),Casa
Envigado,Zona 09,05:00:00,6.111698493,-75.56269218,Medellin,El Poblado,05:35:00,6.22788322,-75.57187106,Moto (Conductor),Trabajo
Medellin,El Poblado,14:00:00,6.203389732,-75.56695117,Envigado,Zona 09,14:30:00,6.170083046,-75.56514557,Moto (Conductor),Casa
Envigado,Zona 05,06:10:00,6.116211821,-75.58769411,Envigado,Rural 03,06:40:00,6.177770915,-75.57565936,Moto (Acompa?±ante),Trabajo
Medellin,Villa Hermosa,05:50:00,6.256105869,-75.54486566,Medellin,Aranjuez,05:55:00,6.270620048,-75.56604762,Moto (Conductor),Estudio
Medellin,Aranjuez,15:00:00,6.270559472,-75.56606327,Medellin,Villa Hermosa,15:05:00,6.26052629,-75.5461412,Moto (Conductor),Casa
Medellin,El Poblado,05:30:00,6.179732624,-75.55623863,Medellin,El Poblado,05:40:00,6.189189188,-75.56765171,Moto (Conductor),Recreacion
Medellin,El Poblado,05:45:00,6.198149708,-75.57960218,Medellin,El Poblado,06:55:00,6.185643881,-75.55564849,Moto (Conductor),Casa
Medellin,El Poblado,07:10:00,6.190496596,-75.56909087,Medellin,La America,07:30:00,6.245172308,-75.60385532,Moto (Conductor),Trabajo
Medellin,La America,17:30:00,6.243350907,-75.61261067,Medellin,El Poblado,18:00:00,6.205912936,-75.56171428,Moto (Conductor),Otro
Medellin,El Poblado,22:00:00,6.185881582,-75.55715598,Medellin,El Poblado,22:15:00,6.203166195,-75.55331591,Moto (Conductor),Casa
Envigado,Zona 03,06:50:00,6.175298207,-75.56181323,Envigado,Zona 01,07:00:00,6.161584608,-75.55439688,Moto (Conductor),Trabajo
Envigado,Zona 01,12:20:00,6.147078911,-75.52015423,Medellin,El Poblado,12:30:00,6.188579876,-75.58096515,Moto (Conductor),Almuerzo
Medellin,El Poblado,13:30:00,6.185199426,-75.57628536,Envigado,Zona 01,13:40:00,6.193434349,-75.51773881,Moto (Conductor),Trabajo
Envigado,Zona 01,17:30:00,6.154170945,-75.54984142,Medellin,El Poblado,17:43:00,6.198437219,-75.57272666,Moto (Conductor),Estudio
Medellin,El Poblado,20:00:00,6.192982703,-75.578289,Envigado,Zona 03,20:15:00,6.15167319,-75.56300466,Moto (Conductor),Casa
Medellin,Manrique,06:30:00,6.277083046,-75.54274997,Medellin,La Candelaria,07:00:00,6.253895259,-75.57201947,Moto (Acompa?±ante),Alguien
Medellin,La Candelaria,18:30:00,6.259911535,-75.57048678,Medellin,Manrique,19:10:00,6.274460181,-75.54655332,Moto (Acompa?±ante),Casa
Medellin,Villa Hermosa,05:50:00,6.240026717,-75.53019469,Medellin,Guayabal,06:05:00,6.227890546,-75.58372709,Moto (Conductor),Trabajo
Medellin,Guayabal,21:00:00,6.225768429,-75.58381665,Medellin,Villa Hermosa,21:15:00,6.251425204,-75.54590696,Moto (Conductor),Casa
Envigado,Zona 05,09:00:00,6.179909593,-75.4961472,Medellin,Laureles-Estadio,09:30:00,6.239247579,-75.59969111,Moto (Conductor),Compras
Medellin,Laureles-Estadio,14:30:00,6.242973574,-75.59618467,Envigado,Zona 05,15:00:00,6.140007476,-75.56458831,Moto (Conductor),Casa
Envigado,Zona 05,07:30:00,6.142866482,-75.55788848,Medellin,Belen,08:00:00,6.235916605,-75.60540627,Moto (Conductor),Estudio
Medellin,Belen,18:30:00,6.206014753,-75.60340638,Envigado,Zona 05,19:00:00,6.120884651,-75.55051488,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:00:00,6.237484966,-75.53918506,Medellin,Doce de Octubre,07:20:00,6.289047489,-75.58307238,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,16:00:00,6.296137644,-75.57376192,Medellin,Villa Hermosa,16:30:00,6.234476126,-75.53754831,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:30:00,6.235306991,-75.52499647,Medellin,El Poblado,07:10:00,6.197418799,-75.56707406,Moto (Conductor),Trabajo
Medellin,El Poblado,17:30:00,6.214566649,-75.56551484,Medellin,La Candelaria,18:00:00,6.246310324,-75.56667403,Moto (Conductor),Alguien
Medellin,Villa Hermosa,12:00:00,6.246169377,-75.55218994,Medellin,La America,12:30:00,6.257649768,-75.60697127,Moto (Conductor),Estudio
Medellin,Villa Hermosa,15:00:00,6.254749308,-75.54436496,Medellin,La Candelaria,15:20:00,6.242987968,-75.56199108,Moto (Acompa?±ante),Diligencia
Medellin,Villa Hermosa,10:40:00,6.250692781,-75.5539496,Medellin,La Candelaria,10:50:00,6.235053893,-75.57072056,Moto (Conductor),Alguien
Medellin,La Candelaria,10:55:00,6.249022463,-75.56214472,Medellin,Villa Hermosa,11:05:00,6.257217958,-75.54272394,Moto (Conductor),Almuerzo
Medellin,Villa Hermosa,11:15:00,6.255105091,-75.5422131,Medellin,Manrique,11:25:00,6.271129848,-75.54970894,Moto (Conductor),Recreacion
Medellin,Manrique,14:00:00,6.268253562,-75.55340435,Medellin,La Candelaria,14:15:00,6.244096931,-75.57617177,Moto (Conductor),Compras
Medellin,La Candelaria,14:45:00,6.253854469,-75.56893654,Medellin,Villa Hermosa,15:00:00,6.235385703,-75.54083652,Moto (Conductor),Casa
Medellin,Villa Hermosa,10:40:00,6.233521721,-75.52914863,Caldas,Urbana Caldas,11:45:00,6.053569948,-75.59965844,Moto (Acompa?±ante),Trabajo
Medellin,Villa Hermosa,06:30:00,6.241521962,-75.54455312,Medellin,La Candelaria,07:00:00,6.248813535,-75.56143608,Moto (Conductor),Trabajo
Medellin,La Candelaria,17:00:00,6.259989512,-75.5684867,Medellin,Villa Hermosa,18:00:00,6.237406767,-75.5363975,Moto (Conductor),Casa
Medellin,Villa Hermosa,05:30:00,6.255443895,-75.54293227,Medellin,La Candelaria,05:50:00,6.240310785,-75.56826815,Moto (Conductor),Estudio
Medellin,La Candelaria,14:00:00,6.252801937,-75.55997909,Medellin,Villa Hermosa,14:30:00,6.254282861,-75.54033909,Moto (Conductor),Casa
Medellin,La Candelaria,07:00:00,6.259444561,-75.5736272,Bello,Bello-Comuna 08,08:00:00,6.366625918,-75.64248786,Moto (Acompa?±ante),Trabajo
Bello,Bello-Comuna 08,19:00:00,6.418010858,-75.58304152,Medellin,La Candelaria,20:00:00,6.233128118,-75.56748185,Moto (Acompa?±ante),Casa
Medellin,Villa Hermosa,07:20:00,6.253482132,-75.53721749,Medellin,Belen,08:00:00,6.237339893,-75.59913235,Moto (Conductor),Trabajo
Medellin,Belen,18:00:00,6.212995424,-75.59652855,Medellin,Villa Hermosa,19:00:00,6.237598199,-75.5236988,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:30:00,6.25361844,-75.55343208,Medellin,Laureles-Estadio,07:00:00,6.244427885,-75.59063478,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,12:30:00,6.239820959,-75.60969255,Medellin,Guayabal,13:30:00,6.226037782,-75.58568763,Moto (Conductor),Trabajo
Medellin,Guayabal,18:00:00,6.218688756,-75.59241905,Medellin,Villa Hermosa,18:30:00,6.256817348,-75.54995127,Moto (Conductor),Diligencia
Medellin,Villa Hermosa,10:30:00,6.24692425,-75.55035552,Medellin,Villa Hermosa,10:45:00,6.255487966,-75.54916736,Moto (Conductor),Diligencia
Medellin,Villa Hermosa,11:30:00,6.237676372,-75.53338541,Medellin,Villa Hermosa,11:45:00,6.255625759,-75.5492795,Moto (Conductor),Almuerzo
Medellin,Villa Hermosa,13:30:00,6.260395283,-75.54650456,Medellin,La Candelaria,13:45:00,6.250860658,-75.5769964,Moto (Conductor),Compras
Medellin,La Candelaria,14:15:00,6.252509008,-75.57452418,Medellin,Buenos Aires,14:35:00,6.242069047,-75.55890446,Moto (Conductor),Diligencia
Medellin,Buenos Aires,14:50:00,6.228004916,-75.55584465,Medellin,Villa Hermosa,15:25:00,6.250473841,-75.54702886,Moto (Conductor),Casa
Medellin,Villa Hermosa,06:00:00,6.257170968,-75.5415443,Medellin,Aranjuez,06:15:00,6.274436268,-75.56490029,Moto (Conductor),Estudio
Medellin,Aranjuez,19:00:00,6.274171729,-75.55650837,Medellin,Villa Hermosa,19:30:00,6.242221721,-75.53066315,Moto (Conductor),Casa
Medellin,Villa Hermosa,07:10:00,6.259593373,-75.54373172,Medellin,Guayabal,07:50:00,6.211430459,-75.58638358,Moto (Conductor),Trabajo
Medellin,Guayabal,17:00:00,6.222081156,-75.59110683,Medellin,Villa Hermosa,17:50:00,6.237617548,-75.52801682,Moto (Conductor),Casa
Envigado,Zona 05,06:00:00,6.141794132,-75.54613165,Medellin,Aranjuez,06:45:00,6.287794543,-75.56159243,Moto (Conductor),Trabajo
Medellin,Aranjuez,13:00:00,6.267855892,-75.5698692,Medellin,Laureles-Estadio,13:15:00,6.242466227,-75.58185326,Moto (Conductor),Almuerzo
